"Year","Sim.num","Catch","Trips"
2003,"89",14321268.8729172,2276993.54718342
2003,"90",15895840.380774,2603417.25989357
2003,"91",11943546.7988424,2645880.62930051
2003,"92",9394698.17573537,2321538.95786128
2003,"93",12692956.8980648,2375067.16130807
2003,"94",14419572.2028773,2484762.1108789
2003,"95",7659979.98427107,2487565.30058344
2003,"96",5821994.56928781,2266487.80341413
2003,"97",10373637.4405772,2439242.32000197
2003,"98",9854388.16667735,2426063.19975006
2003,"99",6839115.94161634,2312573.97215682
2003,"100",12791886.093388,2435097.78547518
2003,"101",10279848.8627085,2580063.52136047
2003,"102",13240437.3895103,2463619.57670497
2003,"103",10635251.4578031,2581451.9806409
2003,"104",9039373.98650685,2579817.88376201
2003,"105",8856536.87220521,2428850.65027164
2003,"106",18965931.9942413,2269183.2862447
2003,"107",4628591.13476626,2419885.26714162
2003,"108",18269779.8248028,2339874.88468912
2003,"109",15470776.8567064,2422046.33596333
2003,"110",11211505.2126627,2398640.47763182
2003,"111",10636868.930218,2247728.01069771
2003,"112",8142697.39705206,2390636.71545444
2003,"113",10075232.6460095,2228396.26216449
2003,"114",13627725.3491569,2325564.33843107
2003,"115",13331156.5379666,2598491.34143647
2003,"116",11406066.7914601,2486111.46898145
2003,"117",18097087.0938241,2191276.15804093
2003,"118",11706167.3571279,2394346.62619115
2003,"119",11593304.1102623,2285147.59032044
2003,"120",7652651.7977203,2492302.31023216
2003,"121",11903855.1565558,2331184.83308776
2003,"122",12507758.0341615,2560391.38607225
2003,"123",15308104.799862,2293730.91683953
2003,"124",13566425.7336712,2517944.53754397
2003,"125",12936587.632805,2417897.5804039
2003,"126",8684817.91049167,2298410.76045369
2003,"127",12859760.8458526,2361060.67043708
2003,"128",18435173.6366975,2386248.16419677
2003,"129",19496093.1702848,2566125.45232776
2003,"130",21233870.0640836,2452766.5672739
2003,"131",12159392.2710677,2357319.87258378
2003,"132",8677195.33665795,2439533.97739545
2003,"133",14442387.185343,2520461.73359456
2003,"134",14899687.4316103,2510719.96163092
2003,"135",9909790.41286701,2470716.5026162
2003,"136",13876489.6671915,2552144.85811151
2003,"137",6634033.49615107,2477513.02313143
2003,"138",12458513.3451007,2237680.53668507
2003,"139",8441826.93713988,2289646.37480371
2003,"140",13262684.9315846,2457479.21779424
2003,"141",14550372.1757125,2286391.98987538
2003,"142",9616023.72997234,2453010.01557995
2003,"143",17126429.4347946,2494718.1898621
2003,"144",11604447.9006312,2445390.3029209
2003,"145",10776836.0220652,2408712.51005329
2003,"146",19472305.2899573,2525288.24720973
2003,"147",17102564.4754383,2431589.92712622
2003,"148",16242449.6434582,2262117.89230751
2003,"149",9846747.07010882,2465195.97987398
2003,"150",17166276.8851377,2196445.42763154
2003,"151",4408679.177834,2425303.33402065
2003,"152",19979105.1369152,2497065.92615302
2003,"153",9924382.27670053,2397532.61174976
2003,"154",17438263.3017177,2193374.7853793
2003,"155",11181298.3612853,2428880.96890424
2003,"156",11834870.4162592,2393304.16712432
2003,"157",11314132.4418367,2262512.35498156
2003,"158",14709247.6607626,2406486.76914155
2003,"159",17072702.173303,2446443.64988528
2003,"160",9658001.55224676,2515865.30990055
2003,"161",18962885.1200523,2344231.25463826
2003,"162",14499808.3955101,2358574.74826777
2003,"163",16751423.493236,2470192.32714841
2003,"164",12700933.6839115,2326922.54257427
2003,"165",4722430.83102974,2650890.84007871
2003,"166",17508789.3993819,2318026.08474495
2003,"167",12786793.2743069,2312366.29024007
2003,"168",14876748.3772298,2354812.77408632
2003,"169",11525880.3820175,2206195.77908509
2003,"170",9451109.76597081,2515891.94442455
2003,"171",11810227.5937194,2241952.25890634
2003,"172",14964163.4103004,2277278.90599697
2003,"173",16179842.5850898,2456741.82712171
2003,"174",7758262.67194607,2402131.22883782
2003,"175",12026606.8282734,2215919.32000917
2003,"176",6994875.20175192,2532238.23628706
2003,"177",17632923.7085523,2540789.0428
2003,"178",13584014.7378946,2333253.01144577
2003,"179",11924566.1635206,2318953.27661115
2003,"180",13931754.2068065,2615678.07444761
2003,"181",15537946.7806888,2285136.22643705
2003,"182",11909411.9871124,2284153.41686179
2003,"183",11962086.3740495,2406471.01278135
2003,"184",13950380.9477437,2230414.74600761
2003,"185",13649542.9335779,2322392.67764454
2003,"186",16957614.1356733,2381762.53840778
2003,"187",13264922.7540935,2600161.19513244
2003,"188",12015660.5947512,2182065.95025862
2003,"189",7082505.52627084,2408633.76546878
2003,"190",17691406.7060513,2391833.04009961
2003,"191",12134201.5835383,2281540.58852591
2003,"192",13428982.0993187,2228561.12008896
2003,"193",12072279.7176859,2356164.34289603
2003,"194",13885082.9917526,2343592.83466533
2003,"195",9039372.26778024,2519836.41307595
2003,"196",11469395.7179597,2410642.51902992
2003,"197",14923592.5400897,2391119.45430815
2003,"198",13046176.7572516,2263894.22357749
2003,"199",15515498.8816148,2583118.70616126
2003,"200",19120695.725863,2249030.70823439
2003,"201",7451234.83734388,2497688.38956164
2003,"202",13974007.4670104,2455862.73730587
2003,"203",11695807.0055432,2297548.51586733
2003,"204",12511537.7766738,2367527.94809137
2003,"205",13048732.2825753,2487052.36545314
2003,"206",13842040.0740625,2511935.09337933
2003,"207",15444405.155943,2175159.16861607
2003,"208",12782590.1739677,2199894.74175731
2003,"209",14116287.3354989,2477423.09190484
2003,"210",6438288.01028497,2366969.74307275
2003,"211",16038139.9855659,2514190.65745978
2003,"212",9759519.64621135,2457106.41044798
2003,"213",10209323.9016463,2361199.24364094
2003,"214",12678741.9558688,2647907.95521151
2003,"215",7463593.78727514,2423439.78423806
2003,"216",11125543.2134653,2570251.87661834
2003,"217",5230024.32045677,2431843.54946975
2003,"218",11600595.3380104,2751897.83661826
2003,"219",17110754.2475498,2336354.44943029
2003,"220",17555787.0610268,2370180.10884339
2003,"221",17700827.0082881,2356936.73415845
2003,"222",12078931.3702494,2210423.64909638
2003,"223",10330850.4869964,2348530.79181416
2003,"224",13136709.8099151,2254474.54446645
2003,"225",6616857.63119789,2394186.64184661
2003,"226",11188965.4331508,2481269.32281825
2003,"227",13683959.0388096,2492797.99258344
2003,"228",11643147.3971499,2454305.39954471
2003,"229",11998947.5982569,2280851.47103414
2003,"230",9441456.19450225,2303422.96182876
2003,"231",13605638.6801393,2582988.85611585
2003,"232",17790345.1074174,2520456.56821549
2003,"233",9304128.17238384,2536560.70631836
2003,"234",10476843.7576867,2312844.15452392
2003,"235",8655073.63052081,2204625.07294394
2003,"236",13164127.0413371,2464821.06207187
2003,"237",15810950.185543,2360917.51867448
2003,"238",13553064.8356165,2524752.72204935
2003,"239",6151023.96940887,2456977.21003612
2003,"240",12855836.8551531,2633962.04947712
2003,"241",11192823.1588122,2539436.07365656
2003,"242",9246819.20445011,2217604.97476799
2003,"243",12210485.4536968,2468819.26325258
2003,"244",18729760.0018897,2495553.98162186
2003,"245",15818942.8711746,2354637.26801385
2003,"246",13631057.1901213,2562717.256986
2003,"247",10228156.8831071,2505127.41163467
2003,"248",11832894.7202816,2616028.24128369
2003,"249",10036493.4377245,2263853.56894491
2003,"250",19334356.3129907,2267807.4566813
2003,"251",10447882.6047596,2379256.38323333
2003,"252",15629207.9893228,2240864.13205067
2003,"253",11741430.5844636,2517526.54159428
2003,"254",17061265.7130456,2319110.44777872
2003,"255",21044176.9148232,2346437.48859628
2003,"256",12000037.6630065,2343727.37155632
2003,"257",16489941.4214786,2428793.59796806
2003,"258",14235349.7670649,2354810.74444995
2003,"259",9927822.26188036,2500286.91802814
2003,"260",11746574.2352727,2463634.89055539
2003,"261",7053102.27304816,2441054.67571114
2003,"262",18760499.8659348,2514585.94635552
2003,"263",13042604.281315,2423552.91450275
2003,"264",8746897.77050622,2230213.99652934
2003,"265",12014763.5986611,2549428.54443392
2003,"266",5564544.57343846,2416071.88619519
2003,"267",15547733.6024936,2535266.29993567
2003,"268",11390250.5848733,2241565.60662077
2003,"269",10644847.1149231,2487179.20982787
2003,"270",10553293.2240192,2586821.28789437
2003,"271",8231974.55956724,2427885.92144279
2003,"272",12785359.3426905,2351707.76699318
2003,"273",7648806.15563485,2561376.46537721
2003,"274",17115944.3875243,2401539.36777194
2003,"275",14135971.1903598,2546554.0343269
2003,"276",12110617.4943671,2207306.32527147
2003,"277",9794574.78843097,2334468.86351035
2003,"278",13815842.7556253,2520720.37312715
2003,"279",16650031.4252862,2246220.13375102
2003,"280",11290217.7315392,2514297.56201449
2003,"281",11719287.0503073,2615288.72216922
2003,"282",13758441.2022241,2384420.60696294
2003,"283",12146804.5694654,2510094.24721182
2003,"284",11687215.6006418,2534517.70905731
2003,"285",15406534.9187103,2307083.29022287
2003,"286",11948107.6527527,2453715.1760502
2003,"287",12414378.1174519,2408985.20798536
2003,"288",21359355.6442529,2516846.28812637
2003,"289",10786798.2910526,2362820.69737828
2003,"290",12920475.9905836,2155517.86255112
2003,"291",14708230.9964389,2407026.32635178
2003,"292",6784005.34822141,2166964.6503356
2003,"293",15103126.2770811,2423933.19309444
2003,"294",11184385.5358395,2441494.14143126
2003,"295",12779164.6530223,2623384.55003195
2003,"296",10304045.2013966,2396005.62591746
2003,"297",11696883.378866,2596903.79411045
2003,"298",9803464.12317091,2375054.05753367
2003,"299",18397130.7666074,2440697.6577815
2003,"300",12826051.5680173,2523572.73120363
2003,"301",15012738.9475345,2391326.67048327
2003,"302",8029307.56403272,2477502.59971174
2003,"303",9172424.23249495,2348462.86441203
2003,"304",12315439.9117978,2304474.45918156
2003,"305",8110124.98076146,2618585.84173086
2003,"306",11779101.7094198,2192639.70198019
2003,"307",1126634.52425244,2582910.78413117
2003,"308",9613118.4563401,2410226.84374003
2003,"309",11201576.3454838,2596686.02268323
2003,"310",11579817.8467146,2263400.6849468
2003,"311",10400989.9234003,2268725.57273323
2003,"312",16341837.6570117,2068762.91105369
2003,"313",7724551.14716582,2240570.83199598
2003,"314",12912140.6777958,2353084.26678034
2003,"315",22053971.183541,2303251.30115606
2003,"316",11131392.7839015,2349786.52830501
2003,"317",11043810.5800479,2367717.69841153
2003,"318",12496116.8383033,2277891.62620597
2003,"319",14853703.8124576,2426437.92796937
2003,"320",14988762.5912239,2340867.16719733
2003,"321",12087674.22983,2335751.98366226
2003,"322",12099714.120522,2388646.59496382
2003,"323",16722721.9705624,2275773.01052368
2003,"324",10788009.7235177,2363945.63518556
2003,"325",14263128.426779,2563597.02388722
2003,"326",13116998.1569694,2309657.35120579
2003,"327",16780117.3178204,2194759.44384084
2003,"328",18960998.1096612,2447171.48926737
2003,"329",13894047.877457,2210073.46924049
2003,"330",13169206.7955572,2340485.82208896
2003,"331",12818542.8433636,2522275.43903083
2003,"332",12704794.5614784,2384189.38749496
2003,"333",14968171.5677312,2414720.73034432
2003,"334",12677570.04334,2452669.70553721
2003,"335",8125486.41021306,2414867.45550509
2003,"336",12838238.2018412,2425821.48892377
2003,"337",8643809.85482694,2363648.12130482
2003,"338",13975177.5877696,2192713.83020623
2003,"339",14018758.5185897,2330746.83474474
2003,"340",18669717.6107944,2357972.2777297
2003,"341",9049594.09988593,2487230.11872963
2003,"342",14362137.8410364,2413302.88372409
2003,"343",14167309.5900238,2455740.85112215
2003,"344",11221692.587743,2507751.20195999
2003,"345",15408801.9226423,2648915.45533506
2003,"346",12442640.8450413,2309151.7599491
2003,"347",12361904.1649459,2443397.33490752
2003,"348",8359942.5704581,2606378.06994874
2003,"349",12225972.2184293,2153030.73600781
2003,"350",11362637.4478597,2211071.16761023
2003,"351",11380225.0051971,2430554.71637403
2003,"352",10891728.8162604,2432915.77990734
2003,"353",14302497.7099395,2522972.48218962
2003,"354",13665453.9054918,2433030.88576918
2003,"355",11781229.4575004,2448270.20554681
2003,"356",14088555.7283568,2415241.77474373
2003,"357",4700514.96024605,2496044.22756715
2003,"358",14160609.4671697,2437705.84024457
2003,"359",16525225.5610069,2586896.04655629
2003,"360",15646341.1253988,2527650.53477072
2003,"361",9984237.97957028,2247926.31855858
2003,"362",10963796.322955,2296174.17328887
2003,"363",14247872.607187,2585750.90341996
2003,"364",16235123.494808,2354618.85939231
2003,"365",7657115.25535962,2372183.87330415
2003,"366",8020193.23785447,2282405.29351073
2003,"367",11474011.0478341,2268187.915088
2003,"368",6342837.2082778,2702428.1558037
2003,"369",10578901.840484,2367160.44622446
2003,"370",8133609.96940084,2285612.26814801
2003,"371",8215539.01588814,2416004.68942326
2003,"372",14426904.4127477,2476414.00441391
2003,"373",14807773.9063181,2428775.8633657
2003,"374",13584887.7452558,2529269.24928572
2003,"375",12832703.2912308,2293163.81434462
2003,"376",10726968.6567911,2538033.59253399
2003,"377",2086646.03458318,2534090.94862686
2003,"378",14677953.2333748,2377202.76476909
2003,"379",12459556.4282892,2587020.92091187
2003,"380",8960635.50429229,2402787.20130123
2003,"381",15166483.3186844,2381019.6305612
2003,"382",13813147.5053084,2414228.06189619
2003,"383",14762062.1011592,2455061.48387376
2003,"384",7237374.26063812,2323380.67346089
2003,"385",11856757.8984338,2499501.16176714
2003,"386",11343348.1665093,2518386.81332216
2003,"387",12872599.5684626,2590280.42516764
2003,"388",12946169.6091947,2286825.79062447
2003,"389",11713753.7308356,2395492.78022458
2003,"390",11132508.5732832,2530919.53171675
2003,"391",14842451.1624085,2308179.11126207
2003,"392",8686655.84733871,2425723.74636923
2003,"393",14207619.7553992,2459700.21650153
2003,"394",12429375.8889108,2405633.77646141
2003,"395",12655641.1946019,2401389.16586036
2003,"396",5124691.94881562,2268542.39157299
2003,"397",13700717.0351593,2382906.86568636
2003,"398",16426103.6123712,2558780.87312395
2003,"399",12997343.0723667,2408961.8552104
2003,"400",12993185.8301701,2384378.60920728
2003,"401",8624634.60207544,2396574.88263201
2003,"402",20445930.4145915,2403651.33703373
2003,"403",7922672.0807818,2489668.06389965
2003,"404",15583880.5021893,2377263.52240617
2003,"405",16401010.7263274,2650956.8707514
2003,"406",10152071.0097566,2303733.37762338
2003,"407",14735895.0567882,2509986.66958032
2003,"408",16663248.7965215,2269265.28997282
2003,"409",11218310.5833082,2342295.3372511
2003,"410",7640648.7646809,2394297.51788812
2003,"411",16416812.7135738,2407466.14978383
2003,"412",15940235.2932531,2416856.92513061
2003,"413",12941399.4526859,2298255.48011065
2003,"414",7841424.53085368,2517066.44007213
2003,"415",7862570.43490498,2327210.28074032
2003,"416",10137606.7102143,2506062.83556572
2003,"417",16042276.4107341,2363569.55913237
2003,"418",5080471.53060969,2578390.18619302
2003,"419",4909189.03532539,2340883.25164676
2003,"420",16248010.2981048,2350940.80472883
2003,"421",16430447.7865392,2424223.03341265
2003,"422",8316265.66183244,2219522.24676988
2003,"423",10487626.023267,2456945.26030029
2003,"424",16110790.2280643,2405009.38842961
2003,"425",6328903.0151004,2392934.73637848
2003,"426",7316436.53452481,2269830.77999302
2003,"427",14135561.2862833,2127292.77098041
2003,"428",16306177.1819078,2413132.17427643
2003,"429",11859713.8376452,2303304.64172025
2003,"430",19641608.0992746,2202355.17318562
2003,"431",12035174.2297203,2233199.69786692
2003,"432",7082917.904479,2575132.88933736
2003,"433",9838392.19681862,2547420.89542712
2003,"434",17179233.1594486,2408193.17951193
2003,"435",14822926.2627205,2267611.78162877
2003,"436",10470331.9771899,2437785.36695303
2003,"437",8622174.49231321,2569350.5238734
2003,"438",17786408.7144457,2435985.57074083
2003,"439",15243874.0993389,2452661.65077997
2003,"440",14342517.9982318,2622834.53454494
2003,"441",12632262.0788458,2446334.7098735
2003,"442",9946989.04354266,2437274.04599804
2003,"443",14005783.8257327,2435704.10320032
2003,"444",13292650.7245326,2258662.38390435
2003,"445",13883366.9735726,2349667.17836636
2003,"446",22537683.1429668,2392658.2103467
2003,"447",7542291.56717398,2420695.65356152
2003,"448",10675652.3044384,2368144.72411435
2003,"449",10604594.1829609,2574676.16127673
2003,"450",10338575.9530414,2220308.89043264
2003,"451",3733749.61099948,2475211.14531578
2003,"452",10239891.4482116,2538874.18236367
2003,"453",9300972.70289819,2230553.65556966
2003,"454",11921968.6959323,2396962.3046418
2003,"455",12882561.0209117,2618378.90219942
2003,"456",8588211.83650136,2461917.04034797
2003,"457",17713795.9850107,2474550.48226228
2003,"458",9364151.72133917,2593330.81856105
2003,"459",12380810.4962516,2296802.95736402
2003,"460",11527092.3663345,2382002.98637994
2003,"461",5167511.51558683,2484670.11641035
2003,"462",21424726.0833437,2498700.93773007
2003,"463",13976550.2469762,2363603.3958369
2003,"464",8312772.99767853,2331182.46464579
2003,"465",16360528.1904681,2462493.73637899
2003,"466",16791533.2143875,2389626.07882884
2003,"467",11529568.0314083,2399124.40335699
2003,"468",16079556.8993664,2188767.04174684
2003,"469",8387957.4751957,2499681.99758398
2003,"470",17795103.3778521,2488378.23226012
2003,"471",7769021.29649395,2269552.85627486
2003,"472",15999337.212762,2641233.84251317
2003,"473",15880108.9303808,2288985.27523038
2003,"474",5440807.76514639,2338464.60782828
2003,"475",15753009.2485901,2390653.41488597
2003,"476",9977507.24606149,2633617.66248526
2003,"477",11997998.7017795,2491354.19112641
2003,"478",10805411.4834233,2262454.29917587
2003,"479",10997101.4864401,2395983.12919296
2003,"480",11409356.4336095,2490076.59073657
2003,"481",11255736.7912941,2347133.22258993
2003,"482",10695125.8139648,2430758.86480326
2003,"483",12762935.2485155,2425792.31618192
2003,"484",12568066.7915643,2437191.61327504
2003,"485",14596791.6435549,2454385.58062035
2003,"486",9684561.16999187,2379749.00531987
2003,"487",19932096.4594399,2501267.74190871
2003,"488",10045869.700546,2376470.30324375
2003,"489",12452653.8199017,2576738.70623678
2003,"490",15192137.0931207,2406647.73491777
2003,"491",16236178.1574407,2425764.36544011
2003,"492",13257237.6009677,2225558.72828107
2003,"493",7261617.18843087,2573157.35669869
2003,"494",17270774.8085729,2397725.14109087
2003,"495",14162941.1041132,2425653.47051938
2003,"496",18554323.8452962,2232269.00689562
2003,"497",10073187.4725023,2249918.11717287
2003,"498",7360128.16196085,2469515.41741812
2003,"499",7383604.78096229,2567621.38232844
2003,"500",6005492.33829004,2345103.13925462
2003,"501",14637213.9047156,2371966.5450762
2003,"502",17094403.050251,2316436.58175878
2003,"503",14581256.7314567,2517626.23608353
2003,"504",16554339.8347982,2437045.13610114
2003,"505",14402993.463199,2474844.36172272
2003,"506",13726047.7660726,2405961.2759461
2003,"507",7658431.05444157,2509500.8628684
2003,"508",11726836.3270836,2434362.97017692
2003,"509",10663462.4582726,2511927.18171397
2003,"510",14561971.2443151,2337003.3640331
2003,"511",13119602.1693991,2519060.85236356
2003,"512",12331162.1445969,2290579.53503258
2003,"513",10920873.9122695,2204868.31374349
2003,"514",7785258.00676892,2377483.80631627
2003,"515",15887144.5669575,2590489.29685047
2003,"516",5684634.97305482,2478619.17838242
2003,"517",13001831.7212819,2425753.88669101
2003,"518",8906836.75520606,2627907.53526509
2003,"519",12522084.8465383,2345888.76772976
2003,"520",17493721.2939998,2330025.6541102
2003,"521",8693930.53358055,2525968.50770835
2003,"522",11746728.3647604,2531324.48345761
2003,"523",11724783.8001897,2518508.91653898
2003,"524",9055181.64178009,2540042.42094367
2003,"525",13814562.0714572,2363713.53167298
2003,"526",13430012.3964553,2257774.61574144
2003,"527",13068609.8534442,2432193.67753189
2003,"528",11795748.4981647,2587387.67829244
2003,"529",12132955.2254432,2228264.58202122
2003,"530",10677231.0120063,2233002.81270458
2003,"531",8448519.18402832,2621503.08020569
2003,"532",8922638.51144201,2331339.58180445
2003,"533",10273604.0594732,2337235.74077591
2003,"534",15676300.6002294,2372324.61687194
2003,"535",18307986.6010402,2348537.77703925
2003,"536",6864398.5412183,2405841.06426831
2003,"537",7461345.19533252,2474766.35381045
2003,"538",2872366.24225237,2307865.53101266
2003,"539",10012144.2251584,2333128.48347448
2003,"540",10244216.7673146,2613516.64860121
2003,"541",18827430.2530133,2076888.40474072
2003,"542",10655201.8391347,2338587.87670537
2003,"543",5860450.61480052,2439552.56448262
2003,"544",7253043.10110667,2486646.18177799
2003,"545",6616051.23073209,2383959.19939903
2003,"546",21961058.8416259,2450557.35797155
2003,"547",6289067.04556031,2320314.54285187
2003,"548",13609557.0531435,2440944.70902544
2003,"549",11955122.6153248,2303746.35889701
2003,"550",11701775.9128593,2232165.22577558
2003,"551",7956315.81965462,2429366.567691
2003,"552",17369093.0801725,2472015.59298061
2003,"553",8749088.78686886,2347923.4944063
2003,"554",7544262.61025377,2456859.24433988
2003,"555",10605059.8330494,2387521.19844866
2003,"556",16324597.2936562,2605883.02465613
2003,"557",13856460.1551197,2332822.41736381
2003,"558",12764597.4446498,2456969.84798151
2003,"559",5535605.04506718,2350631.51898863
2003,"560",16567217.8530901,2353222.09436938
2003,"561",11296329.798995,2383059.58577443
2003,"562",9770116.09060275,2237036.25911054
2003,"563",11574833.4924375,2415288.92806916
2003,"564",14955153.4362444,2190303.97293647
2003,"565",9985177.9164183,2461179.24294904
2003,"566",6688627.59489428,2255751.168927
2003,"567",13501984.7355329,2466056.47110727
2003,"568",18367372.374719,2360191.91117943
2003,"569",13487039.342532,2431327.69243321
2003,"570",19192808.772146,2330457.45958784
2003,"571",16482196.9378439,2364555.76522526
2003,"572",11522819.3646846,2397977.40889094
2003,"573",4545673.15303972,2337510.6376778
2003,"574",15514190.8083415,2612377.72057795
2003,"575",9129603.78061739,2358783.83617476
2003,"576",11276098.3235286,2308823.12130914
2003,"577",10533789.0707483,2406770.91398469
2003,"578",9301126.20748763,2488910.2305539
2003,"579",7019553.16023158,2569529.61013466
2003,"580",12371369.497711,2463241.17165334
2003,"581",11734567.5604295,2542299.75416713
2003,"582",6927275.64577772,2341045.26198687
2003,"583",15878446.2507924,2539733.85997325
2003,"584",4997692.95859311,2444478.88635422
2003,"585",12380133.8151063,2322475.914375
2003,"586",18250654.899085,2629635.76085247
2003,"587",12711665.8526394,2519356.66083372
2003,"588",12390234.5479683,2431685.19751124
2003,"589",10522434.5122967,2636383.62751122
2003,"590",9517208.02103733,2517527.77871406
2003,"591",14924348.4018424,2353992.32413087
2003,"592",6767640.79803783,2278557.08605779
2003,"593",13720277.4669051,2527201.23845319
2003,"594",11757560.4358782,2522129.43652895
2003,"595",16058245.7888424,2427163.08928338
2003,"596",7104678.8219788,2391525.14955686
2003,"597",15886307.3361664,2311765.76401722
2003,"598",17632786.29797,2529628.06880195
2003,"599",11002706.7711427,2381917.09228135
2003,"600",14643607.2032792,2467391.38051442
2003,"601",9013649.43371414,2413244.69470251
2003,"602",6889628.40492345,2481607.32897327
2003,"603",13348303.2363629,2518753.41691919
2003,"604",7173149.89925294,2360241.23959101
2003,"605",10173164.7778695,2541851.57205077
2003,"606",6904106.42006795,2392682.67408876
2003,"607",9402386.01817505,2290840.94101876
2003,"608",7262234.88328263,2509808.59269049
2003,"609",14592176.3301886,2425012.93375598
2003,"610",12362562.6984525,2477781.66089702
2003,"611",1092438.97402413,2518629.3171916
2003,"612",11899828.7488241,2532626.46317439
2003,"613",11554720.66961,2534606.21301149
2003,"614",9570155.46147415,2526408.60463449
2003,"615",15776236.2337268,2386094.51391536
2003,"616",15286812.2733059,2388553.72365194
2003,"617",16165668.2227721,2319544.52220902
2003,"618",4301186.65463624,2182513.68886913
2003,"619",15554286.6134101,2402120.3737029
2003,"620",11806806.277255,2385775.6853252
2003,"621",16338971.9269392,2482144.07769492
2003,"622",11775347.5286749,2408821.89004566
2003,"623",12712986.2417036,2401054.02678428
2003,"624",7432480.61874165,2498491.24447345
2003,"625",10499123.6311404,2371847.2994972
2003,"626",13421168.3863319,2281848.7367982
2003,"627",8008944.44576754,2484574.56207727
2003,"628",9343832.15745748,2351529.10029498
2003,"629",14735206.6270807,2351547.82491875
2003,"630",8326119.3568201,2465667.02768311
2003,"631",6779243.78586211,2496827.07967868
2003,"632",12073003.6038583,2287874.34226864
2003,"633",9187947.674726,2386733.12981302
2003,"634",10142186.298329,2719628.22407539
2003,"635",17592950.6365762,2244111.47858652
2003,"636",12831860.2715462,2520218.53984011
2003,"637",10810586.4858054,2666099.27773663
