,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,Fish Benthic Piscivores,Fish Browsers,Fish Coralivores,Fish Parrotfish,Fish Grazer/Detritivores,Fish Invertivores,Fish Small Planktivores,Fish Roving Piscivores,Large Planktivores,NONE,Ray,Shallow Prey,Sharks,Target BC,TotFish
26,10053,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefShallow,KAH_SOUTH,KAH-00172,8/21/16,Forereef,Shallow,20.510992,-156.591332,5.15,1,0,3,0,96,NA,0.53125,0.348487938,1.4,2,1,10.92206399,5.669130915,0.235560829,1.70914456,17.58939988,0.916024147,1.493358525,1.067389096,0,0,0,0,0,2.07499819,41.67707013
27,10054,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefDeep,KAH_SOUTH,KAH-00181,8/21/16,Forereef,Deep,20.50989,-156.62939,22.25,8.5,0,2,18.5,71,NA,0.15,0.061237244,0.345,2,1,0,0.196478319,0.03515591,6.508607474,6.758461684,0.748734634,3.198886231,9.28278859,20.50399645,0,0,0,0,3.674055533,50.90716482
28,10055,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefMid,KAH_SOUTH,KAH-00106,8/21/16,Forereef,Mid,20.501329,-156.67726,11.2,10.5,0,2.5,2,85,NA,0.4775,0.513749816,2.15,2,1,12.78267543,5.386483167,0.63564911,1.406109406,11.2367592,2.744037368,9.382849427,12.02610758,18.05101754,0,0,57.87208487,0,0.962676493,132.4864496
29,10056,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefDeep,OAH_EAST,OAH-02214,8/22/16,Forereef,Deep,21.449673,-157.718463,24.6,15,1.5,0.5,10,73,NA,0.1,0,0.15,2,1,0.007913112,0,0.043275359,0,0.021326498,4.067320373,0.084436682,0,0,0,0,0,0,0.011847168,4.236119193
30,10057,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefMid,OAH_EAST,OAH-02223,8/22/16,Forereef,Mid,21.409548,-157.708981,13.05,15,0,2.5,6,76.5,NA,0.17,0.139388419,0.7,2,1,0,1.507022146,0.126742,0.054664764,14.9220357,3.747105595,0.09234382,5.375791729,0,0,0,0,0,0.13941973,25.96512548
31,10058,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefShallow,OAH_EAST,OAH-02239,8/22/16,Forereef,Shallow,21.388311,-157.695595,5.45,1,0,5.5,10,83.5,NA,0.9675,0.618026978,2,2,1,0.422035631,7.437386983,0.140994331,2.85696802,8.274912532,1.899407185,4.213127114,2.790329305,0,0,0,0,0,0.252994783,28.28815588
32,10059,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefShallow,OAH_EAST,OAH-02264,8/22/16,Forereef,Shallow,21.383864,-157.694639,5,1.5,2,2.5,12,82,NA,0.8075,0.498825851,1.9,2,1,0,5.441170957,0.666401552,1.274829021,16.63375379,2.314694503,0.001970975,0.987758925,0,0,0,0,0,2.25381195,29.57439167
33,10060,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefShallow,OAH_EAST,OAH-02270,8/22/16,Forereef,Shallow,21.364816,-157.687778,4.7,1,0.5,3,12.5,83,NA,1.0725,0.657104715,2.1,2,1,2.596884623,1.00468143,0.019448118,23.16074023,18.88894605,1.405572528,0.018249767,1.154270658,0,0,0,0,0,0.344770422,48.59356382
34,10061,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefMid,OAH_EAST,OAH-02236,8/22/16,Forereef,Mid,21.3431,-157.675507,12.6,11.5,0.5,1,1.5,85.5,NA,0.211,0.20729431,0.85,2,1,0,0.346866244,0.684151732,3.390173071,6.093956706,7.996270659,0.291843536,0,0.300706011,0,0,0,0,1.701042404,20.80501036
35,10067,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefMid,OAH_EAST,OAH-02235,8/22/16,Forereef,Mid,21.425023,-157.7208,14.9,28.5,1,1.5,0.5,68.5,NA,0.24475,0.235968655,0.9,2,1,0,1.511946324,0.451581282,1.057152369,1.473107279,4.837921976,0.086799007,0,0,0,0,0,0,1.195091839,10.61360008
36,10068,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefShallow,OAH_EAST,OAH-02251,8/22/16,Forereef,Shallow,21.406385,-157.720529,3.6,3.5,0.5,4,3.5,88.5,NA,1.21,0.676598627,2.65,2,1,3.837291282,8.160821285,0.223531678,6.118287568,50.93309593,2.19796343,0.690217876,3.522635562,1.168862245,0,0,0,0,0.617992054,77.47069891
37,10069,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefDeep,OAH_EAST,OAH-02217,8/22/16,Forereef,Deep,21.395322,-157.686687,25.4,3,1,2,0,94,NA,0.10125,0.012437343,0.245,2,1,0,0,0.108489856,0,3.839469489,2.46379943,0,5.036948493,0,0,0,0,0,7.902402261,19.35110953
38,10070,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefMid,OAH_EAST,OAH-02237,8/22/16,Forereef,Mid,21.394147,-157.695357,11.45,11.5,0.5,2.5,3,82.5,NA,0.32375,0.294852896,1.15,2,1,0.221217541,2.208290355,0.082825923,0.431594036,2.628320684,1.775269979,0.398574907,0,0,0,0,0,0,0.233389987,7.979483412
39,10072,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_EAST,2016,ForereefDeep,OAH_EAST,OAH-02206,8/22/16,Forereef,Deep,21.283406,-157.653959,19.75,7.5,0.5,2,13,77,NA,0.17875,0.139164352,0.65,2,1,0.044820393,0.294071283,0.24879949,0.362287459,1.061392586,4.056235426,0.208497464,3.414336132,0,0,0,0,0,0.462493205,10.15293344
40,10078,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefMid,OAH_NE,OAH-02281,8/23/16,Forereef,Mid,21.509545,-157.806326,11.4,27.5,0.5,1.5,1,69.5,NA,0.43775,0.336222699,1.9,2,1,9.964845409,2.838433003,1.482020671,6.40849268,8.730158136,5.718364207,0.304097244,0,0,0,0,0,0,0,35.44641135
41,10079,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefMid,OAH_NE,OAH-02282,8/23/16,Forereef,Mid,21.551156,-157.833258,8.5,1,6,1,0.5,91.5,NA,0.225,0.170376823,0.65,2,1,0,2.956417999,0,0.010683401,16.38517112,5.346827915,0.083364935,0,0,0,0,0,0,6.408143893,31.19060927
42,10081,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefMid,OAH_NE,OAH-02298,8/23/16,Forereef,Mid,21.578769,-157.860421,9.1,1.5,6,1,0,91.5,NA,0.1,0,0.15,2,1,0,0,0.003130859,0,0,5.06991743,0,0,0,0,0,0,0,0,5.073048289
43,10082,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefShallow,OAH_NE,OAH-02306,8/23/16,Forereef,Shallow,21.577336,-157.865536,4.55,6.5,5,3,4,81.5,NA,0.44625,0.364107395,1.4,2,1,0,3.849309377,0.020044645,0,20.21181153,1.808022347,0.034721886,0,0,0,0,0,0,0.370503087,26.29441287
44,10083,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefShallow,OAH_NE,OAH-02316,8/23/16,Forereef,Shallow,21.592015,-157.880249,5.35,6.5,2.5,12,8.5,70.5,NA,0.3685,0.491904697,1.85,2,1,0.110140412,0,0.143382163,0,30.64625981,3.506239233,1.165806599,3.298726939,0,0,0,0,0,1.934398759,40.80495391
45,10084,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefDeep,OAH_NE,OAH-02276,8/23/16,Forereef,Deep,21.465658,-157.744369,28.5,5,7.5,6,2.5,79,NA,0.1025,0.024874686,0.25,2,1,0,0,0,0,0.014479858,1.212377651,0.05966193,0.044971067,0,0,0,0,0,0.036378623,1.36786913
46,10085,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefMid,OAH_NE,OAH-02299,8/23/16,Forereef,Mid,21.477866,-157.776844,15.95,17.5,1,2,0,79.5,NA,0.22625,0.193530911,0.85,2,1,0.832483522,0.542736615,1.962459352,3.083255815,9.751710548,4.159443798,1.961878153,0,1.854133042,0,0,0,0,6.893090877,31.04119172
47,10086,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefMid,OAH_NE,OAH-02292,8/23/16,Forereef,Mid,21.494807,-157.80389,7.8,21,1,6,3,69,NA,0.4775,0.397088417,1.45,2,1,1.611402603,2.205883397,0.72006227,4.451658706,23.78005666,1.781301147,0.189724576,0,0,0,0,0,0,1.717335747,36.45742511
48,10087,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefShallow,OAH_NE,OAH-02310,8/23/16,Forereef,Shallow,21.564413,-157.853435,4.35,7,5.5,5,1,81.5,NA,0.18,0.190204781,0.7,2,1,0,0,0.006681548,0,0.239080269,1.495368574,0.009854874,0,0,0,0,0,0,0,1.750985266
49,10088,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefMid,OAH_NE,OAH-02287,8/23/16,Forereef,Mid,21.593961,-157.876924,11.35,3.5,10,2,0.5,84,NA,0.11375,0.049937343,0.4,2,1,0.254754012,0.14468425,0.488878282,0,2.18341306,3.59905295,0.229949571,0,0,0,0,0,0,0.541005815,7.441737941
50,10089,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NE,2016,ForereefShallow,OAH_NE,OAH-02304,8/23/16,Forereef,Shallow,21.500692,-157.816888,5.35,20,1,6.5,2,70.5,NA,0.3825,0.313114801,1.15,2,1,0,0.516836192,0.177361921,0.27200483,10.15907028,1.716999931,0,0,0,0,0,0,0,0.91549354,13.7577667
51,3121,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefDeep,HAW_HAMAKUA,HAW-00457,10/8/10,Forereef,Deep,20.20014013,-155.7091341,21.75,7.5,0,11.25,7.5,73.75,2.25,NA,NA,NA,4,2,1.049214106,0.13083692,0.570597218,1.569472532,7.15871824,4.933309814,4.300191434,3.25075876,8.077071989,0,0,0,0,6.195732534,37.23590355
52,3122,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefMid,HAW_HAMAKUA,HAW-00150,10/8/10,Forereef,Mid,20.23244122,-155.7512105,10.25,8.75,1.75,4,7,78.5,2.25,NA,NA,NA,4,2,0.978861734,2.058652815,0.019448118,1.009732416,5.820433841,1.977201759,0.716976865,0,0,0,0,0,0,3.665176338,16.24648388
53,3123,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefDeep,HAW_HAMAKUA,HAW-00146,10/8/10,Forereef,Deep,20.23945042,-155.7513162,22,5,0,2.75,16.25,76,1.75,NA,NA,NA,4,2,0,0.380539462,0.312539978,4.500469278,9.781525442,7.315903716,0.163095725,0,0,0,0,0,0,7.025809289,29.47988289
54,3124,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefShallow,HAW_HAMAKUA,HAW-00167,10/8/10,Forereef,Shallow,20.26778779,-155.855388,6,10,0,2,16.25,71.75,1.75,NA,NA,NA,4,2,0.006311138,1.068777622,0.5850488,1.500073321,2.239687727,1.925043982,0.083527019,0,0,0,0,0,0,0.068445391,7.476915
55,3129,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefMid,HAW_HAMAKUA,HAW-00178,10/9/10,Forereef,Mid,19.98708649,-155.2322548,13.5,12.5,0,6.25,10,71.25,4.25,NA,NA,NA,4,2,2.294577275,13.68810901,0.850213001,4.603835616,14.60107578,3.64659797,1.555622514,0.533824778,0.492860278,0,0,0,0,6.650191011,48.91690723
56,3130,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefMid,HAW_HAMAKUA,HAW-00354,10/9/10,Forereef,Mid,20.03393152,-155.3185486,16,20,0,2.5,5,72.5,4,NA,NA,NA,4,2,2.709825125,1.183008072,0.462788208,0.011112471,12.72054453,3.755277572,0.993072703,1.521767017,0.853574821,0,0,0,0,4.672633155,28.88360367
57,3131,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefDeep,HAW_HAMAKUA,HAW-00525,10/9/10,Forereef,Deep,20.06635465,-155.3824007,24,20,2.5,5,2.5,70,2.5,NA,NA,NA,2,1,4.651453618,0.192355816,0.377929912,5.436172634,15.76290029,16.71179181,6.537922397,0,1.474614657,0,0,0,0,7.891831649,59.03697278
58,3132,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefDeep,HAW_HAMAKUA,HAW-00315,10/9/10,Forereef,Deep,19.98493443,-155.226814,24.5,4.5,2,4.25,22.5,66.75,2.5,NA,NA,NA,4,2,0.255861143,2.050680328,0.009724059,4.839186323,28.33693804,6.239604895,0.99490416,27.16547598,2.433186218,0,0,0,0,11.30586666,83.6314278
59,3133,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefMid,HAW_HAMAKUA,HAW-00194,10/9/10,Forereef,Mid,20.02240791,-155.2914663,11,26.25,1.5,5.5,13.75,53,3,NA,NA,NA,4,2,0.031149534,1.591105441,0.183002971,3.693391437,7.912610214,2.719602681,1.233251685,0.158170305,0,0,0,0,0,4.289105366,21.81138963
60,3134,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefMid,HAW_HAMAKUA,HAW-00323,10/9/10,Forereef,Mid,20.04969385,-155.3492215,12,31.25,0.5,3,4,61.25,3.25,NA,NA,NA,4,2,1.729382145,4.299117808,0.264963622,0,4.87735129,2.104648369,2.410699426,1.4500331,0.35916797,0,0,0,0,3.07896275,20.57432648
61,3135,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_HAMAKUA,2010-12,ForereefShallow,HAW_HAMAKUA,HAW-00198,10/9/10,Forereef,Shallow,20.05500748,-155.3638895,4.5,4,0.25,7.75,1.25,86.75,3,NA,NA,NA,4,2,0.199957277,6.323972911,0.050064306,4.913386055,6.58125709,2.060165321,0.130055323,0.326085136,0.151256291,0,0,0,0,2.348506505,23.08470621
62,3136,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_PUNA,2010-12,ForereefMid,HAW_PUNA,HAW-00190,10/10/10,Forereef,Mid,19.75809826,-155.087413,11.5,10,35,8.75,16.25,30,1,NA,NA,NA,4,2,0,0,0,0,0.527898944,1.088064722,0,0,0,0,0,0,0,0.084205294,1.70016896
63,3137,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_PUNA,2010-12,ForereefDeep,HAW_PUNA,HAW-00272,10/10/10,Forereef,Deep,19.74435185,-155.0273058,21,27.5,2.5,7.5,22.5,40,2,NA,NA,NA,2,1,1.777097877,0,0.452556739,5.365422015,9.891283907,1.152340051,0.013227464,0,0,0,0,0,0,2.364431056,21.01635911
64,3138,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_PUNA,2010-12,ForereefMid,HAW_PUNA,HAW-00302,10/10/10,Forereef,Mid,19.74751619,-155.0688391,10,21.25,4.25,7,12.5,55,2,NA,NA,NA,4,2,1.183064602,0.444679287,0.617456379,0,17.13445959,1.512458735,0.150524077,0,0.118668197,0,0,0,0,1.568242887,22.72955376
65,3139,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_PUNA,2010-12,ForereefDeep,HAW_PUNA,HAW-00177,10/10/10,Forereef,Deep,19.65415243,-154.971091,22,57.5,1.5,8.75,13.75,18.5,2,NA,NA,NA,4,2,1.777912525,2.724934679,0.499483275,13.78699345,10.4672313,0.751677519,2.078871968,1.0086438,0,0,0,0,0,4.084365469,37.18011399
66,3140,nSPC,2010,MHI,Main Hawaiian Islands,Hawaii,HAW_PUNA,2010-12,ForereefMid,HAW_PUNA,HAW-00136,10/10/10,Forereef,Mid,19.66447676,-154.9769788,12,8.75,2,9.5,4.25,75.5,2,NA,NA,NA,4,2,0,0.012505856,0.040684495,1.854949561,4.469640228,1.613810434,0.602259091,0,0,0,0,0,0,3.722299029,12.31614869
