Year,Community,County,ZI,EI,EQI
2011,North Kohala,Hawai‘i County,1.0227778902611864,1.44661,1.4143931089775315
2011,North Kona,Hawai‘i County,1.0824053452115812,4.40677,4.0712751646090535
2011,Pāʻauhau-Paʻauilo,Hawai‘i County,0.9816258351893096,1.60199,1.6319761996596711
2011,Pāhoa-Kalapana,Hawai‘i County,1.0611206722008504,1.78566,1.6828057795692513
2011,Pāpaʻikou-Wailea,Hawai‘i County,0.9525460619558616,0.30637,0.3216327401227515
2011,South Kohala,Hawai‘i County,1.0682577444826888,1.30956,1.225883928072212
2011,South Kona,Hawai‘i County,1.034926098400486,3.17052,3.0635230910691575
2011,ʻEwa,Honolulu County,1.076255314841061,0.46096,0.4282998593768371
2011,Honolulu,Honolulu County,1.080886819194169,3.02629,2.7998213561861944
2011,Koʻolauloa,Honolulu County,1.0813423769993926,0.48566,0.4491269465898984
2011,Koʻolaupoko,Honolulu County,1.0678781129783357,1.38566,1.2975825453855998
2011,Wahiawā,Honolulu County,0.9648461226969022,0.94861,0.9831723190724759
2011,Waialua,Honolulu County,1.0505162988459202,1.8004,1.7138239568275995
2011,Waiʻanae,Honolulu County,1.0802287912532902,1.29323,1.1971815697483716
2011,ʻEleʻele-Kalāheo,Kaua‘i County,0.998405547681717,2.18924,2.192736213338741
2011,Hanalei,Kaua‘i County,0.9421947762705001,2.12908,2.259702615235844
2011,Kapaʻa,Kaua‘i County,1.0530724843085644,2.80837,2.666834469465741
2011,Kaumakani-Hanapēpē,Kaua‘i County,1.0724083822636161,1.56693,1.4611318094069337
2011,Kekaha-Waimea,Kaua‘i County,1.0692700951609637,2.4506,2.2918437643494523
2011,Kōloa-Poʻipū,Kaua‘i County,1.0549453330633731,2.15418,2.0419825866660273
2011,Līhuʻe,Kaua‘i County,1.0578558412634136,3.67052,3.4697733441791474
2011,Puhi-Hanamāʻulu,Kaua‘i County,0.9563676857663495,0.49801,0.5207306848735048
2011,Wailua-Anahola,Kaua‘i County,1.0554515084025107,0.37689,0.357088882814186
2011,East Molokaʻi,Maui County,0.9778295201457785,1.949,1.9931899782586189
2011,Haʻikū-Paʻuwela,Maui County,1.076660255112371,1.23665,1.148598171176042
2011,Hāna,Maui County,0.9880289532293987,3.41952,3.460951208791209
2011,Kahului,Maui County,1.0010376594452317,0.81833,0.8174817323591131
2011,Kīhei,Maui County,1.080431261388945,1.18765,1.0992369828999766
2011,Kula,Maui County,1.032901397043936,1.07729,1.0429746760756642
2011,Lahaina,Maui County,1.0307501518526019,2.2259,2.159495194833894
2011,Lānaʻi,Maui County,1.0189056489167847,1.84104,1.8068797655182693
2011,Makawao-Pāʻia,Maui County,1.0244229601133832,1.41315,1.3794595152802827
2011,Spreckelsville,Maui County,0.9688195991091314,4.58247,4.7299517931034485
2011,Waiheʻe-Waikapū,Maui County,0.9349311601538773,1.46494,1.5668961121788796
2011,Wailuku,Maui County,1.0483650536545859,0.76773,0.7323117050913744
2011,West Molokaʻi,Maui County,1.0543126138894512,0.99482,0.9435721311632821
2012,Hilo,Hawai‘i County,1.0732182628062361,1.13147,1.0542776238651101
2012,Honokaʻa-Kukuihaele,Hawai‘i County,1.0210822028750761,1.53068,1.4990761720163586
2012,Kaʻū,Hawai‘i County,1.0075926300870621,1.91394,1.8995176650256205
2012,Keaʻau-Mountain View,Hawai‘i County,1.0287507592630087,0.86414,0.8399896595158434
2012,North Hilo,Hawai‘i County,0.8515640817979347,1.08526,1.274431394180759
2012,North Kohala,Hawai‘i County,1.0694472565296618,1.38327,1.2934438716395307
2012,North Kona,Hawai‘i County,1.0277130998177768,4.21116,4.097602726623489
2012,Pāʻauhau-Paʻauilo,Hawai‘i County,1.0678274954444218,1.94263,1.8192357925673117
2012,Pāhoa-Kalapana,Hawai‘i County,1.0659040291556994,1.96056,1.839340077880141
2012,Pāpaʻikou-Wailea,Hawai‘i County,0.9733751771613687,0.52351,0.5378296183047322
2012,South Kohala,Hawai‘i County,1.0193612067220086,1.56335,1.5336565583335402
2012,South Kona,Hawai‘i County,1.0792417493419721,3.22629,2.989404368360575
2012,ʻEwa,Honolulu County,1.079671998380239,0.45339,0.4199330914205345
2012,Honolulu,Honolulu County,1.0631200647904433,3.57689,3.364521203637576
2012,Koʻolauloa,Honolulu County,1.071041708847945,0.62709,0.585495405846074
2012,Koʻolaupoko,Honolulu County,1.05942498481474,1.56414,1.4764046746297181
2012,Wahiawā,Honolulu County,1.0347489370317877,0.72072,0.6965167821939587
2012,Waialua,Honolulu County,1.0588428831747316,1.58645,1.4982865023782777
2012,Waiʻanae,Honolulu County,1.0819750961733146,1.58247,1.4625752529765383
2012,ʻEleʻele-Kalāheo,Kaua‘i County,1.0043784166835392,2.04741,2.0384846647347867
2012,Hanalei,Kaua‘i County,0.9339188094756024,2.08526,2.232806512560635
2012,Kapaʻa,Kaua‘i County,1.077242356752379,2.83904,2.6354700798797106
2012,Kaumakani-Hanapēpē,Kaua‘i County,1.0592478234460416,1.90518,1.7986159214393236
2012,Kekaha-Waimea,Kaua‘i County,1.0526169265033407,4.49323,4.268627918540068
2012,Kōloa-Poʻipū,Kaua‘i County,1.076027535938449,2.43267,2.260787869037539
2012,Līhuʻe,Kaua‘i County,1.0034419923061348,3.28167,3.2704132627118643
2012,Puhi-Hanamāʻulu,Kaua‘i County,1.0010376594452317,0.4757,0.47520689707481106
2012,Wailua-Anahola,Kaua‘i County,1.0372038874266047,0.41155,0.39678794592748035
2012,East Molokaʻi,Maui County,1.0802287912532902,2.8745,2.6610103556534366
2012,Haʻikū-Paʻuwela,Maui County,0.9860042518728488,1.2753,1.2934021304448267
2012,Hāna,Maui County,1.0322180603361004,3.24223,3.1410320402108622
2012,Kahului,Maui County,1.0347995545657016,0.80199,0.7750196610169491
2012,Kīhei,Maui County,1.0548187892285887,0.94701,0.8977940189068574
2012,Kula,Maui County,1.053578659647702,0.96614,0.9170079435009248
2012,Lahaina,Maui County,1.014400688398461,2.5494,2.513208073650857
2012,Lānaʻi,Maui County,1.0281180400890868,2.16335,2.104184457080964
2012,Makawao-Pāʻia,Maui County,1.073850981980158,1.66175,1.5474679707753947
2012,Spreckelsville,Maui County,0.8339997975298644,5.38008,6.450936817892149
2012,Waiheʻe-Waikapū,Maui County,1.031306944725653,1.28406,1.2450803386586171
2012,Wailuku,Maui County,1.0475551731119659,0.70757,0.6754489101495496
2012,West Molokaʻi,Maui County,1.0411267463049199,0.78406,0.7530879432141382
2013,Hilo,Hawai‘i County,1.076230006074104,1.05538,0.9806268121531372
2013,Honokaʻa-Kukuihaele,Hawai‘i County,1.0328760882769792,1.54821,1.4989310117370318
2013,Kaʻū,Hawai‘i County,1.0536292771816158,1.78725,1.696279743460402
2013,Keaʻau-Mountain View,Hawai‘i County,1.0749645677262603,1.09602,1.019587094222348
2013,North Hilo,Hawai‘i County,0.8778598906661267,1.11912,1.2748275800034596
2013,North Kohala,Hawai‘i County,0.9848147398258756,1.55976,1.5838105756578948
2013,North Kona,Hawai‘i County,1.067220085037457,4.21594,3.9503941680895465
2013,Pāʻauhau-Paʻauilo,Hawai‘i County,1.0024043328609031,1.63147,1.6275568116747037
2013,Pāhoa-Kalapana,Hawai‘i County,1.0704849159748937,1.86932,1.7462366560276144
2013,Pāpaʻikou-Wailea,Hawai‘i County,0.9863079570763312,0.68207,0.691538575864104
2013,South Kohala,Hawai‘i County,1.0759263008706215,1.39004,1.2919472261949567
2013,South Kona,Hawai‘i County,1.0470996153067422,3.24582,3.0998196853020086
2013,ʻEwa,Honolulu County,1.0707886211783761,0.47012,0.4390409000449077
2013,Honolulu,Honolulu County,1.063626240129581,3.35578,3.155036866701565
2013,Koʻolauloa,Honolulu County,1.053199028143349,1.03426,0.982017617148075
2013,Koʻolaupoko,Honolulu County,1.0448471350475805,1.24781,1.1942512527855829
2013,Wahiawā,Honolulu County,1.038722413444017,0.68287,0.6574133677696019
2013,Waialua,Honolulu County,1.0778497671593439,1.47291,1.3665262496477881
2013,Waiʻanae,Honolulu County,1.080861510427212,1.20837,1.1179693127590324
2013,ʻEleʻele-Kalāheo,Kaua‘i County,1.0759263008706215,1.68327,1.5644844806172378
2013,Hanalei,Kaua‘i County,0.9808918809475603,2.8757,2.9317196480635754
2013,Kapaʻa,Kaua‘i County,1.0309020044543429,2.81673,2.7322965595463145
2013,Kaumakani-Hanapēpē,Kaua‘i County,1.0086809070662077,2.21315,2.1941031940785347
2013,Kekaha-Waimea,Kaua‘i County,1.0486940676250254,2.83625,2.7045542523409596
2013,Kōloa-Poʻipū,Kaua‘i County,1.0788874266045758,2.64741,2.4538333979216027
2013,Līhuʻe,Kaua‘i County,1.055198420732942,3.64382,3.453208352481232
2013,Puhi-Hanamāʻulu,Kaua‘i County,1.03011743267868,0.46255,0.4490264753574763
2013,Wailua-Anahola,Kaua‘i County,1.0750151852601741,0.46135,0.42915672850550896
2013,East Molokaʻi,Maui County,1.0677009516096376,2.65259,2.4843941517529093
2013,Haʻikū-Paʻuwela,Maui County,0.9880542619963555,1.11514,1.1286222254098361
2013,Hāna,Maui County,1.053578659647702,3.9498,3.748936981431214
2013,Kahului,Maui County,1.0449736788823647,0.83745,0.8014077454043451
2013,Kīhei,Maui County,1.0451002227171493,0.83984,0.8035975705913692
2013,Kula,Maui County,1.0774954444219476,0.85777,0.7960776116878848
2013,Lahaina,Maui County,1.0739269082810285,1.63267,1.5202803723517075
2013,Lānaʻi,Maui County,1.0634743875278396,1.44303,1.3569015078534032
2013,Makawao-Pāʻia,Maui County,1.076609637578457,1.87171,1.7385224269493877
2013,Spreckelsville,Maui County,1.0096932577444826,4.11394,4.0744453510464975
2013,Waiheʻe-Waikapū,Maui County,1.0475045555780522,1.12072,1.069895108362125
2013,Wailuku,Maui County,1.0396082202875077,0.649,0.6242736324463811
2013,West Molokaʻi,Maui County,1.0123506782749545,1.21275,1.19795445
2014,Hilo,Hawai‘i County,1.0759263008706215,1.06534,0.9901607564922846
2014,Honokaʻa-Kukuihaele,Hawai‘i County,1.0344705405952621,1.00319,0.9697617869550327
2014,Kaʻū,Hawai‘i County,1.0727880137679693,2.19641,2.0473849183731248
2014,Keaʻau-Mountain View,Hawai‘i County,1.0009617331443612,1.12151,1.120432442983565
2014,North Hilo,Hawai‘i County,1.0180198420732942,0.65896,0.6472958313444709
2014,North Kohala,Hawai‘i County,0.9891678477424579,1.09721,1.1092252973083616
2014,North Kona,Hawai‘i County,1.076255314841061,4.1761,3.8802131263962374
2014,Pāʻauhau-Paʻauilo,Hawai‘i County,0.9398410609435107,1.40199,1.4917309513935644
2014,Pāhoa-Kalapana,Hawai‘i County,1.0598552338530067,2.22629,2.100560462306278
2014,Pāpaʻikou-Wailea,Hawai‘i County,1.0421137882162381,0.88088,0.8452819739654167
2014,South Kohala,Hawai‘i County,1.0685867584531281,1.58048,1.4790376050400267
2014,South Kona,Hawai‘i County,1.0469983802389147,3.13068,2.9901478923831855
2014,ʻEwa,Honolulu County,1.0588681919416885,0.48327,0.45640241502939916
2014,Honolulu,Honolulu County,1.0516805021259366,3.23466,3.075705971025653
2014,Koʻolauloa,Honolulu County,1.058994735776473,0.48446,0.45747158473340815
2014,Koʻolaupoko,Honolulu County,1.050744077748532,1.38845,1.3213969313775082
2014,Wahiawā,Honolulu County,0.9911672403320511,0.75179,0.75848955595843
2014,Waialua,Honolulu County,1.0425693460214618,1.43904,1.3802822857697725
2014,Waiʻanae,Honolulu County,1.0598805426199636,1.14701,1.0822068656573858
2014,ʻEleʻele-Kalāheo,Kaua‘i County,1.0634490787608828,2.41036,2.266549520931007
2014,Hanalei,Kaua‘i County,0.9605436323142337,2.85299,2.9701826174478962
2014,Kapaʻa,Kaua‘i County,1.0464922048997773,2.7,2.580047885075818
2014,Kaumakani-Hanapēpē,Kaua‘i County,1.0767361814132417,2.60279,2.4172959402030836
2014,Kekaha-Waimea,Kaua‘i County,1.0594502935816965,2.47809,2.3390337564797785
2014,Kōloa-Poʻipū,Kaua‘i County,1.0326736181413243,2.7498,2.662796794353356
2014,Līhuʻe,Kaua‘i County,1.0805831139906863,3.17251,2.9359240940603337
2014,Puhi-Hanamāʻulu,Kaua‘i County,1.0554261996355538,0.40478,0.3835227893146611
2014,Wailua-Anahola,Kaua‘i County,1.0477323344806642,0.44741,0.4270270042031015
2014,East Molokaʻi,Maui County,1.0308513869204292,2.87888,2.792720693329405
2014,Haʻikū-Paʻuwela,Maui County,1.0733448066410203,1.40717,1.31101393633577
2014,Hāna,Maui County,1.0458088681919417,4.49363,4.296798522820773
2014,Kahului,Maui County,1.073420732941891,0.87928,0.8191382679838729
2014,Kīhei,Maui County,1.026675440372545,0.93466,0.9103753369817088
2014,Kula,Maui County,1.0805071876898158,0.72072,0.6670200885391048
2014,Lahaina,Maui County,1.038722413444017,1.7749,1.70873370693436
2014,Lānaʻi,Maui County,0.9998228386313018,1.24143,1.241649972408556
2014,Makawao-Pāʻia,Maui County,1.0696497266653169,1.53705,1.4369657296990346
2014,Spreckelsville,Maui County,1.0472261591415266,4.24024,4.049020321910194
2014,Waiheʻe-Waikapū,Maui County,0.9862320307754605,0.90637,0.9190230815027716
2014,Wailuku,Maui County,1.0473273942093542,0.59761,0.5706047634237107
2014,West Molokaʻi,Maui County,1.0127050010123508,1.11355,1.09957983705703
2015,Hilo,Hawai‘i County,1.0716238104879532,0.92988,0.8677298795522176
2015,Honokaʻa-Kukuihaele,Hawai‘i County,1.049529256934602,1.5745,1.500196387663074
2015,Kaʻū,Hawai‘i County,1.0431767564284269,4.47649,4.291209492939977
2015,Keaʻau-Mountain View,Hawai‘i County,0.9978234460417089,0.99482,0.9969900025363972
2015,North Hilo,Hawai‘i County,0.9933944118242559,0.49402,0.4973049919747268
2015,North Kohala,Hawai‘i County,0.9983043126138895,1.32829,1.3305461903916844
2015,North Kona,Hawai‘i County,1.0571218870216643,3.83307,3.62594895353013
2015,Pāʻauhau-Paʻauilo,Hawai‘i County,0.9254656813120065,1.50637,1.6276886657368665
2015,Pāhoa-Kalapana,Hawai‘i County,1.074255922251468,2.13865,1.9908198369693257
2015,Pāpaʻikou-Wailea,Hawai‘i County,1.0615003037052035,0.50478,0.475534484764675
2015,South Kohala,Hawai‘i County,1.0321674428021865,1.5251,1.4775703405830862
2015,South Kona,Hawai‘i County,0.9988611054869406,2.98685,2.9902555856791753
2015,ʻEwa,Honolulu County,1.0426705810892893,0.451,0.432543133161804
2015,Honolulu,Honolulu County,1.046163190929338,3.66295,3.501317989161989
2015,Koʻolauloa,Honolulu County,1.0337365863535128,0.49681,0.4805963207246909
2015,Koʻolaupoko,Honolulu County,1.0596274549503948,1.47012,1.3873932702780167
2015,Wahiawā,Honolulu County,0.964896740230816,0.96335,0.9983969888524591
2015,Waialua,Honolulu County,1.0529459404737802,1.61713,1.5358148389577924
2015,Waiʻanae,Honolulu County,1.0472767766754403,0.94183,0.8993133629772837
2015,ʻEleʻele-Kalāheo,Kaua‘i County,1.0603107916582304,1.79761,1.6953614111469149
2015,Hanalei,Kaua‘i County,1.0275865559829924,2.02749,1.973060067976947
2015,Kapaʻa,Kaua‘i County,1.027510629682122,2.41673,2.352024329663292
2015,Kaumakani-Hanapēpē,Kaua‘i County,1.0773435918202066,2.2259,2.0661003758691976
2015,Kekaha-Waimea,Kaua‘i County,1.0747620975906054,2.70916,2.5207066811095933
2015,Kōloa-Poʻipū,Kaua‘i County,1.05902004454343,2.86414,2.704519158780231
2015,Līhuʻe,Kaua‘i County,1.0218920834176959,3.18526,3.117021896624316
2015,Puhi-Hanamāʻulu,Kaua‘i County,0.9902561247216035,0.2988,0.3017401180770312
2015,Wailua-Anahola,Kaua‘i County,1.0483144361206722,0.50797,0.4845588141280993
2015,East Molokaʻi,Maui County,1.0781028548289129,2.76215,2.5620468284896
2015,Haʻikū-Paʻuwela,Maui County,1.0516298845920227,1.31514,1.250573057373893
2015,Hāna,Maui County,1.0768121077141122,4.78406,4.4427992272075585
2015,Kahului,Maui County,1.0305476817169468,0.7251,0.703606453989538
2015,Kīhei,Maui County,1.0363686981170277,0.98327,0.9487646643385675
2015,Kula,Maui County,1.0267766754403727,0.72351,0.7046420290855311
2015,Lahaina,Maui County,1.03295201457785,1.56335,1.5134778556377713
2015,Lānaʻi,Maui County,0.9961530674225552,1.43785,1.4434026727642277
2015,Makawao-Pāʻia,Maui County,1.0601336302895321,1.6996,1.603194117647059
2015,Spreckelsville,Maui County,0.7777130998177769,3.74223,4.811838711315044
2015,Waiheʻe-Waikapū,Maui County,0.9425744077748531,0.86693,0.9197470171575867
2015,Wailuku,Maui County,1.0875177161368696,0.55259,0.5081204579939493
2015,West Molokaʻi,Maui County,1.004808665721806,1.10478,1.0994929061508236
2016,Hilo,Hawai‘i County,1.0662836606600525,0.84223,0.7898742436685577
2016,Honokaʻa-Kukuihaele,Hawai‘i County,1.0638540190321928,1.26215,1.1863939764481979
2016,Kaʻū,Hawai‘i County,0.9855993116015387,3.51116,3.56246190380813
2016,Keaʻau-Mountain View,Hawai‘i County,0.9772474185057703,0.96813,0.9906703068914615
2016,North Hilo,Hawai‘i County,0.9945333063373153,0.73466,0.7386982369706839
2016,North Kohala,Hawai‘i County,1.0058969427009516,1.46574,1.457147285947918
2016,North Kona,Hawai‘i County,1.045732941891071,3.01394,2.882131641133619
2016,Pāʻauhau-Paʻauilo,Hawai‘i County,0.9354879530269284,1.52271,1.6277173800827855
2016,Pāhoa-Kalapana,Hawai‘i County,1.0291556995343185,1.92112,1.8666951957505413
2016,Pāpaʻikou-Wailea,Hawai‘i County,1.0536545859485724,0.67809,0.6435600518831669
2016,South Kohala,Hawai‘i County,1.0365711682526826,1.34183,1.294489024098445
2016,South Kona,Hawai‘i County,0.9980765337112776,2.70359,2.708800286033066
2016,ʻEwa,Honolulu County,1.0344705405952621,0.53267,0.5149204149336987
2016,Honolulu,Honolulu County,1.0444675035432274,3.52948,3.3792147558700236
2016,Koʻolauloa,Honolulu County,1.058412634136465,0.40677,0.38432080918220946
2016,Koʻolaupoko,Honolulu County,1.0490990078963354,1.40717,1.3413128688603686
2016,Wahiawā,Honolulu County,0.9815752176553958,0.73984,0.7537272607260727
2016,Waialua,Honolulu County,1.0810892893298238,1.34343,1.242663314917127
2016,Waiʻanae,Honolulu County,1.0483144361206722,0.68406,0.6525332251756355
2016,ʻEleʻele-Kalāheo,Kaua‘i County,0.9811702773840858,1.31554,1.3407866405282707
2016,Hanalei,Kaua‘i County,0.9893197003441991,2.09243,2.115019037093886
2016,Kapaʻa,Kaua‘i County,1.0421137882162381,2.54622,2.443322436370701
2016,Kaumakani-Hanapēpē,Kaua‘i County,1.060589188094756,1.86653,1.7598991399799553
2016,Kekaha-Waimea,Kaua‘i County,1.0590959708443006,2.44263,2.3063348999928306
2016,Kōloa-Poʻipū,Kaua‘i County,1.028877303097793,2.18884,2.127406245049566
2016,Līhuʻe,Kaua‘i County,1.0477323344806642,3.32908,3.1774145842794335
2016,Puhi-Hanamāʻulu,Kaua‘i County,0.936981170277384,0.28287,0.30189507428015777
2016,Wailua-Anahola,Kaua‘i County,1.0254606195586151,0.43386,0.42308791944321045
2016,East Molokaʻi,Maui County,1.0410761287710064,1.91195,1.8365131493861673
2016,Haʻikū-Paʻuwela,Maui County,1.0775460619558614,1.0498,0.9742506952273583
2016,Hāna,Maui County,1.0264476614699332,4.78685,4.663511038784921
2016,Kahului,Maui County,0.9728943105891881,0.65657,0.6748626164771988
2016,Kīhei,Maui County,1.0547428629277182,0.79323,0.75206007822435506
2016,Kula,Maui County,1.0207531889046366,0.74781,0.732606087473966
2016,Lahaina,Maui County,1.0143247620975906,1.05697,1.0420429821847397
2016,Lānaʻi,Maui County,1.0203735574002835,1.63586,1.6031971704243868
2016,Makawao-Pāʻia,Maui County,1.0654231625835189,1.51036,1.4176151345701593
2016,Spreckelsville,Maui County,0.6756934602146183,2.71633,4.020062587459735
2016,Waiheʻe-Waikapū,Maui County,0.9408281028548289,0.8749,0.9299254532737936
2016,Wailuku,Maui County,1.0580076938651548,0.66016,0.6239652167256722
2016,West Molokaʻi,Maui County,0.9704140514274144,1.06693,1.0994585233288996
2017,Hilo,Hawai‘i County,1.0598046163190928,0.88207,0.8322949215522389
2017,Honokaʻa-Kukuihaele,Hawai‘i County,1.0799757035837214,1.21394,1.1240438057742783
2017,Kaʻū,Hawai‘i County,0.9258959303502733,2.35418,2.542596767986005
2017,Keaʻau-Mountain View,Hawai‘i County,0.9425744077748531,0.76853,0.8153520758263298
2017,North Hilo,Hawai‘i County,0.9595312816359587,0.50996,0.5314678215915385
2017,North Kohala,Hawai‘i County,1.0267766754403727,1.08884,1.0604448134089228
2017,North Kona,Hawai‘i County,1.053148410609435,3.41952,3.246949779871191
2017,Pāʻauhau-Paʻauilo,Hawai‘i County,1.0077444826888033,1.36693,1.3564251886081673
2017,Pāhoa-Kalapana,Hawai‘i County,0.9783863130188297,1.22749,1.2546066759790988
2017,Pāpaʻikou-Wailea,Hawai‘i County,1.011211783761895,0.70677,0.6989337064197223
2017,South Kohala,Hawai‘i County,0.9887882162381049,1.16135,1.1745184468504442
2017,South Kona,Hawai‘i County,1.0055679287305122,2.42032,2.406918449612403
2017,ʻEwa,Honolulu County,1.0256124721603561,0.80319,0.783132052117264
2017,Honolulu,Honolulu County,1.041911318080583,3.37052,3.234939424795958
2017,Koʻolauloa,Honolulu County,1.0361662279813728,0.35936,0.34681693949830245
2017,Koʻolaupoko,Honolulu County,1.0662077343591818,1.10279,1.0343106361564756
2017,Wahiawā,Honolulu County,0.9864851184450294,0.63825,0.6469940479244701
2017,Waialua,Honolulu County,1.0805578052237295,1.03825,0.9608463286099074
2017,Waiʻanae,Honolulu County,1.031509414861308,0.77809,0.7543217626420001
2017,ʻEleʻele-Kalāheo,Kaua‘i County,0.9437892285887831,1.38088,1.463123288729184
2017,Hanalei,Kaua‘i County,0.9099260984004859,2.13347,2.344662938836815
2017,Kapaʻa,Kaua‘i County,1.0761793885401905,2.30359,2.140526035463995
2017,Kaumakani-Hanapēpē,Kaua‘i County,1.0223476412229198,2.20478,2.156585403143953
2017,Kekaha-Waimea,Kaua‘i County,1.000354322737396,1.92271,1.922028981429945
2017,Kōloa-Poʻipū,Kaua‘i County,1.0359890666126745,1.79482,1.7324700210094302
2017,Līhuʻe,Kaua‘i County,1.0664608220287508,4.27928,4.012599348806303
2017,Puhi-Hanamāʻulu,Kaua‘i County,0.9080785584126342,0.34821,0.3834580133779264
2017,Wailua-Anahola,Kaua‘i County,0.9933944118242559,0.3,0.3019948536343023
2017,East Molokaʻi,Maui County,1.0452773840858471,1.6008,1.5314595191399727
2017,Haʻikū-Paʻuwela,Maui County,1.0428224336910306,0.86135,0.8259795456751772
2017,Hāna,Maui County,1.0094907876088277,3.36335,3.331729265174117
2017,Kahului,Maui County,0.9557096578254707,0.5247,0.5490161114347758
2017,Kīhei,Maui County,1.0498835796719983,0.72271,0.6883715623267362
2017,Kula,Maui County,1.0044290342174529,0.49562,0.4934345614432938
2017,Lahaina,Maui County,0.9640615509212391,1.43865,1.4922802373201722
2017,Lānaʻi,Maui County,1.0615003037052035,1.14821,1.081685983501025
2017,Makawao-Pāʻia,Maui County,1.0502885199433083,1.61036,1.5332548813224416
2017,Spreckelsville,Maui County,1.0484156711884998,4.17689,3.9840018751961375
2017,Waiheʻe-Waikapū,Maui County,0.9328305324964568,0.76932,0.824715715448478
2017,Wailuku,Maui County,1.0587669568738611,0.49243,0.4650976277668881
2017,West Molokaʻi,Maui County,1.0303705203482487,0.9247,0.8974441540577716
2018,Hilo,Hawai‘i County,1.0416329216440576,0.83865,0.8051300823675194
2018,Honokaʻa-Kukuihaele,Hawai‘i County,1.044745899979753,1.08725,1.04068367248062
2018,Kaʻū,Hawai‘i County,0.8745697509617332,1.31036,1.498291015163792
2018,Keaʻau-Mountain View,Hawai‘i County,0.9577090504150638,0.73028,0.7625280346713882
