"Year","Community","County","Dealers1000","CommPermits1000","RecFshTrps1000","ThousandPounds","ThousandVal"
2011,"Kula","Maui County",0,2.588942709,4.175714048,5.560965425,12.0590446
2011,"Lahaina","Maui County",0.299475917,2.146244073,72.073870727,9.08654854,11.13860744
2011,"Lanai","Maui County",0.578034682,3.757225434,24.56647399,3.010982659,8.586127168
2011,"Makawao-Paia","Maui County",0.09486766,2.41912532,0.474338298,14.8022958,55.81567214
2011,"Puunene","Maui County",NA,NA,NA,NA,NA
2011,"Spreckelsville","Maui County",3.236245955,3.236245955,35.5987055,4.466019417,8.682847896
2011,"Waihee-Waikapu","Maui County",0.518403318,3.110419907,0,3.373077588,9.712113358
2011,"Wailuku","Maui County",0.267201069,1.647739924,0,1.797238922,5.174838566
2011,"West Molokai","Maui County",0.391083301,1.955416504,3.128666406,1.357059054,4.796636684
2012,"Hilo","Hawaii County",0.168993853,2.703901646,4.034728237,11.32605251,28.85889013
2012,"Honokaa-Kukuihaele","Hawaii County",0,3.728887914,0.219346348,3.823864883,5.390217153
2012,"Kau","Hawaii County",0.416493128,4.026100236,2.08246564,25.32889074,60.75857282
2012,"Keaau-Mountain View","Hawaii County",0,2.026241488,0,11.28181365,25.93472845
2012,"North Hilo","Hawaii County",0,2.644336712,1.322168356,9.650066108,16.77523138
2012,"North Kohala","Hawaii County",0.337040782,3.370407819,0.674081564,6.071452646,9.123693967
2012,"North Kona","Hawaii County",0.306661634,8.657293829,97.070201926,42.61200226,105.8056473
2012,"Paauhau-Paauilo","Hawaii County",0.358808755,3.588087549,0,16.40007176,75.98313599
2012,"Pahoa-Kalapana","Hawaii County",0,3.898830351,0.599820054,23.563331,74.35249425
2012,"Papaikou-Wailea","Hawaii County",0,1.275510204,0.364431487,0.6878644315,2.005284257
2012,"South Kohala","Hawaii County",0.295420975,3.781388479,4.490398818,8.764254062,17.51208272
2012,"South Kona","Hawaii County",0.192400192,7.792207792,2.789802789,33.83174603,80.43780664
2012,"Ewa","Honolulu County",0.036918647,0.766061919,0.769138473,4.558049957,18.33398454
2012,"Honolulu","Honolulu County",0.058311995,0.82650914,4.715665645,38.97934488,164.1052151
2012,"Koolauloa","Honolulu County",0.049724032,1.491720949,0.646412411,6.718412809,20.48739496
2012,"Koolaupoko","Honolulu County",0.017256702,1.380536166,2.398681587,17.11043426,71.76819072
2012,"Wahiawa","Honolulu County",0.024986882,0.724619575,0,7.964693536,33.06836411
2012,"Waialua","Honolulu County",0,2.308757888,43.635524087,11.95590272,34.21925504
2012,"Waianae","Honolulu County",0.085610941,1.883440704,8.304261284,17.23102112,68.201892
2012,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2012,"Eleele-Kalaheo","Kauai County",0.129249063,3.877471888,52.733617677,5.189479126,13.32247641
2012,"Hanalei","Kauai County",0.501567398,4.639498433,21.442006275,9.845893417,16.71623824
2012,"Kapaa","Kauai County",0.494010127,6.669136717,20.871927876,28.50389033,59.10584167
2012,"Kaumakani-Hanapepe","Kauai County",0,4.512409125,2.005515167,21.4444723,66.03033342
2012,"Kekaha-Waimea","Kauai County",0.394321767,5.717665615,23.659305989,59.09365142,99.8069795
2012,"Koloa-Poipu","Kauai County",1.171156098,3.680776309,5.186548436,16.79655345,53.25430818
2012,"Lihue","Kauai County",0.957592339,4.651162791,97.127222977,14.874829,25.14856361
2012,"Niihau","Kauai County",NA,NA,NA,NA,NA
2012,"Puhi-Hanamaulu","Kauai County",0.224315837,0.785105428,0.448631673,2.308882907,4.163414087
2012,"Wailua-Anahola","Kauai County",0.083056478,0.996677741,1.079734219,2.910299003,5.949335548
2012,"East Molokai","Maui County",0.700280112,6.069094304,41.31652661,8.881185808,28.88748833
2012,"Haiku-Pauwela","Maui County",0.095147479,2.568981922,2.093244529,14.00551855,48.08648906
2012,"Hana","Maui County",0.520020801,7.280291212,11.96047842,41.33957358,111.8143526
2012,"Kahului","Maui County",0.268487266,1.764344891,3.183491869,4.121854863,11.44357932
2012,"Kihei","Maui County",0.164156441,1.641564411,25.895678585,3.941683424,12.0305331
2012,"Kula","Maui County",0,2.329916123,1.242621932,9.609972041,24.8684374
2012,"Lahaina","Maui County",0.304305929,1.977988538,83.582695133,9.412030228,16.10924583
2012,"Lanai","Maui County",0.583260426,4.666083406,24.49693788,1.781860601,7.255468066
2012,"Makawao-Paia","Maui County",0.149164678,2.73468576,0.198886237,16.18874304,67.79917462
2012,"Puunene","Maui County",NA,NA,NA,NA,NA
2012,"Spreckelsville","Maui County",3.759398496,3.759398496,26.31578947,8.244360902,22.89097744
2012,"Waihee-Waikapu","Maui County",0.469924812,2.662907268,0,3.922619048,11.85620301
2012,"Wailuku","Maui County",0.22249911,1.601993592,0,2.303933784,6.963643645
2012,"West Molokai","Maui County",0.396039604,1.188118812,1.188118812,1.045544554,2.099009901
2013,"Hilo","Hawaii County",0.171559692,2.509060496,4.053097725,11.01245952,29.46310394
2013,"Honokaa-Kukuihaele","Hawaii County",0,3.771910362,0.22187708,3.644109164,2.657865542
2013,"Kau","Hawaii County",0.398300584,4.248539565,2.522570366,21.5484599,59.85183218
2013,"Keaau-Mountain View","Hawaii County",0,1.907183725,0.095359186,14.3845836,40.5495232
2013,"North Hilo","Hawaii County",0,2.726033621,0.454338937,8.697864607,23.49023171
2013,"North Kohala","Hawaii County",0.303997568,3.7999696,0.303997568,6.060951512,8.833561332
2013,"North Kona","Hawaii County",0.342943929,8.867550156,93.648188525,41.47284619,107.274943
2013,"Paauhau-Paauilo","Hawaii County",0.331235508,3.974826101,0,8.357071878,14.34448493
2013,"Pahoa-Kalapana","Hawaii County",0,3.508088092,0.68212824,21.23036445,73.90245566
2013,"Papaikou-Wailea","Hawaii County",0,1.661742984,0.369276219,0.8389955687,2.264032496
2013,"South Kohala","Hawaii County",0.279876854,3.35852225,4.198152812,8.051665267,15.65530367
2013,"South Kona","Hawaii County",0.18606382,7.907712345,2.511861568,26.07089032,64.55251651
2013,"Ewa","Honolulu County",0.03943732,0.740208168,0.822116449,5.608084044,19.79273261
2013,"Honolulu","Honolulu County",0.045657583,0.814226903,4.925945937,41.19148537,156.6553537
2013,"Koolauloa","Honolulu County",0.048894974,1.466849208,0.195579894,13.36446313,44.17245257
2013,"Koolaupoko","Honolulu County",0.025529308,1.284975151,2.331676765,16.05093097,55.74366022
2013,"Wahiawa","Honolulu County",0.023048379,0.576209464,0,5.883997511,31.8883767
2013,"Waialua","Honolulu County",0,2.294485323,41.69633674,10.24756705,25.38412849
2013,"Waianae","Honolulu County",0.10681022,1.773049645,7.498077415,13.65647697,49.86110399
2013,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2013,"Eleele-Kalaheo","Kauai County",0.119660165,3.589804954,35.778389378,4.195165729,9.461050616
2013,"Hanalei","Kauai County",0.658501251,4.741209008,16.594231529,31.64862373,115.1525089
2013,"Kapaa","Kauai County",0.354568018,6.618603002,20.564945041,26.64649569,56.26663515
2013,"Kaumakani-Hanapepe","Kauai County",0,5.251850084,2.148484125,23.39746956,75.83408928
2013,"Kekaha-Waimea","Kauai County",0.392850128,5.303476724,23.767432721,35.86702023,67.96228639
2013,"Koloa-Poipu","Kauai County",1.182033097,4.559270517,4.728132388,14.64826072,48.25498143
2013,"Lihue","Kauai County",1.211203634,5.147615443,103.860711579,13.85132475,28.64405753
2013,"Niihau","Kauai County",NA,NA,NA,NA,NA
2013,"Puhi-Hanamaulu","Kauai County",0.217983651,0.762942779,0.871934605,1.915749319,4.393569482
2013,"Wailua-Anahola","Kauai County",0.080134626,1.121884766,0.961615514,2.839570478,5.896385928
2013,"East Molokai","Maui County",0.708884688,5.198487713,49.149338378,9.692816635,48.7639414
2013,"Haiku-Pauwela","Maui County",0.095347063,2.669717773,1.14416476,9.733981693,33.24733028
2013,"Hana","Maui County",0.530785563,9.554140127,6.369426752,31.71019108,97.2096603
2013,"Kahului","Maui County",0.341841386,1.595259799,5.925250684,3.36284564,9.887420237
2013,"Kihei","Maui County",0.203301618,1.504431975,21.224688952,3.227860454,10.1557697
2013,"Kula","Maui County",0,2.081498679,1.120806981,6.281802898,19.75510367
2013,"Lahaina","Maui County",0.335345406,1.868352975,53.463638974,5.171361502,10.23531666
2013,"Lanai","Maui County",0.301659125,3.016591252,24.43438914,2.102865762,14.45067873
2013,"Makawao-Paia","Maui County",0.151354624,3.077544019,0.050451541,17.77927451,77.71237576
2013,"Puunene","Maui County",NA,NA,NA,NA,NA
2013,"Spreckelsville","Maui County",2.840909091,2.840909091,105.1136364,5.133522727,15.09375
2013,"Waihee-Waikapu","Maui County",0.440528634,2.202643172,0,3.755653451,12.31262849
2013,"Wailuku","Maui County",0.220809044,1.413177884,0,2.335188129,7.655714538
2013,"West Molokai","Maui County",0.714285714,1.428571429,3.214285714,1.416071429,1.156428571
2014,"Hilo","Hawaii County",0.171607534,2.53121112,3.668111029,10.23362221,32.12332146
2014,"Honokaa-Kukuihaele","Hawaii County",0,2.444444444,0.222222222,3.612666667,4.949111111
2014,"Kau","Hawaii County",0.130395097,5.215803886,2.73829704,25.35584822,75.87390794
2014,"Keaau-Mountain View","Hawaii County",0,1.881412235,0,14.72878267,41.95605139
2014,"North Hilo","Hawaii County",0,1.58061117,1.05374078,6.672286617,19.41833509
2014,"North Kohala","Hawaii County",0.305343511,2.595419847,0.305343511,6.71740458,11.0410687
2014,"North Kona","Hawaii County",0.419960474,8.102766798,105.533596852,36.57336957,80.94177372
2014,"Paauhau-Paauilo","Hawaii County",0.310559006,3.416149068,0,6.577639752,13.91583851
2014,"Pahoa-Kalapana","Hawaii County",0,4.052098408,0.964785335,26.11982634,90.75716353
2014,"Papaikou-Wailea","Hawaii County",0,2.145922747,0.390167772,1.360710105,2.611587983
2014,"South Kohala","Hawaii County",0.329869701,3.793501567,6.377480895,7.564571994,16.43889164
2014,"South Kona","Hawaii County",0.186046512,7.627906977,2.325581395,24.07060465,55.76948837
2014,"Ewa","Honolulu County",0.035998956,0.707979469,0.911973552,6.198855233,20.90546974
2014,"Honolulu","Honolulu County",0.050161268,0.722322266,5.118957448,41.78771751,141.7582101
2014,"Koolauloa","Honolulu County",0.049164208,1.179941003,0.540806293,4.107423795,10.22866273
2014,"Koolaupoko","Honolulu County",0.017115521,1.189528724,1.83991853,17.98694942,59.29994095
2014,"Wahiawa","Honolulu County",0.021993006,0.549825156,0,9.686071829,33.65369812
2014,"Waialua","Honolulu County",0,2.197469122,39.09979541,11.6900053,28.80874441
2014,"Waianae","Honolulu County",0.104659438,1.569891573,8.226231841,14.14221124,46.34403651
2014,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2014,"Eleele-Kalaheo","Kauai County",0.122100122,4.151404151,66.178266181,6.139194139,12.45738706
2014,"Hanalei","Kauai County",0.644828476,4.513799329,13.025535208,36.88689709,108.9524117
2014,"Kapaa","Kauai County",0.359928014,6.23875225,26.514697058,22.39064187,53.80815837
2014,"Kaumakani-Hanapepe","Kauai County",0,5.670103093,1.288659794,29.91391753,97.99871134
2014,"Kekaha-Waimea","Kauai County",0.413992962,5.79590147,18.215690331,24.04595322,62.47795487
2014,"Koloa-Poipu","Kauai County",1.284521516,4.495825305,0.802825947,13.68240206,50.77986513
2014,"Lihue","Kauai County",0.887049083,5.026611473,87.965700765,14.62522176,32.89961561
2014,"Niihau","Kauai County",NA,NA,NA,NA,NA
2014,"Puhi-Hanamaulu","Kauai County",0.204373595,0.613120785,0.919681177,1.783874923,4.012875536
2014,"Wailua-Anahola","Kauai County",0.077059413,1.078831779,1.464128843,2.604145796,5.363026894
2014,"East Molokai","Maui County",0.734214391,5.384238864,63.876651981,8.639745472,42.95741557
2014,"Haiku-Pauwela","Maui County",0.105307498,2.737994945,0.210614996,15.26453243,55.84382898
2014,"Hana","Maui County",1.05374078,10.01053741,8.429926238,59.46944152,154.3735511
2014,"Kahului","Maui County",0.402355609,1.499689089,5.742711876,3.256593145,8.620834705
2014,"Kihei","Maui County",0.199720391,1.757539445,22.448571995,3.24397843,9.308568005
2014,"Kula","Maui County",0,1.756346799,0.558837618,6.291473735,15.34927351
2014,"Lahaina","Maui County",0.228581878,1.691505897,59.568437414,4.480433391,7.771738137
2014,"Lanai","Maui County",0.283607487,2.836074872,10.77708452,2.732274532,11.0680658
2014,"Makawao-Paia","Maui County",0.099054034,3.021148036,0.247635085,15.19771185,60.71987519
2014,"Puunene","Maui County",NA,NA,NA,NA,NA
2014,"Spreckelsville","Maui County",2.994011976,2.994011976,83.83233533,5.44011976,14.4011976
2014,"Waihee-Waikapu","Maui County",0.276510438,2.073828287,0,4.672749896,18.15512236
2014,"Wailuku","Maui County",0.177959692,1.379187614,0,3.108866842,12.07874716
2014,"West Molokai","Maui County",0.357270454,2.500893176,0.714540907,1.805644873,2.289746338
2015,"Hilo","Hawaii County",0.168744331,2.193676306,3.838933535,9.619755743,29.98373727
2015,"Honokaa-Kukuihaele","Hawaii County",0,3.836010549,0,2.216494845,2.52001918
2015,"Kau","Hawaii County",0.377738605,4.40695039,2.644170234,57.26378746,215.0270713
2015,"Keaau-Mountain View","Hawaii County",0,1.934122612,0.087914664,13.08196577,37.19382253
2015,"North Hilo","Hawaii County",0,1.204093919,0.60204696,0.9921733895,2.402769416
2015,"North Kohala","Hawaii County",0.30816641,3.235747304,1.232665639,6.279352851,18.20570108
2015,"North Kona","Hawaii County",0.388227016,7.230728168,99.022153206,31.90105064,71.1576687
2015,"Paauhau-Paauilo","Hawaii County",0.305810398,3.669724771,0,5.833333333,13.56574924
2015,"Pahoa-Kalapana","Hawaii County",0,3.520438099,0.782319578,26.37825152,91.34265597
2015,"Papaikou-Wailea","Hawaii County",0,1.230264507,0.410088169,1.501537831,4.358006971
2015,"South Kohala","Hawaii County",0.265519622,3.611066858,9.346290691,6.83559025,14.67781849
2015,"South Kona","Hawaii County",0.177493788,7.277245296,4.969826056,19.15894569,40.45358537
2015,"Ewa","Honolulu County",0.035448318,0.649885827,0.82417339,5.860549272,18.9778448
2015,"Honolulu","Honolulu County",0.044907603,0.716026775,5.022166892,47.38343359,160.2987029
2015,"Koolauloa","Honolulu County",0.047991553,1.199788837,1.247780391,4.361424389,11.85458559
2015,"Koolaupoko","Honolulu County",0.017260276,1.294520725,2.295616753,18.9621741,65.88483081
2015,"Wahiawa","Honolulu County",0.021410067,0.620891943,0,12.38184855,44.61348406
2015,"Waialua","Honolulu County",0.07652866,2.14280248,48.519170427,9.382796357,23.89140583
2015,"Waianae","Honolulu County",0.082730093,1.551189245,8.459152016,10.91218201,36.94988625
2015,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2015,"Eleele-Kalaheo","Kauai County",0.117924528,2.948113208,50.707547169,5.356132075,11.99433962
2015,"Hanalei","Kauai County",0.689845475,4.415011038,12.693156733,7.43598234,14.07422737
2015,"Kapaa","Kauai County",0.23559901,5.418777241,34.397455534,23.40216751,47.44316174
2015,"Kaumakani-Hanapepe","Kauai County",0,5.354411015,4.079551249,21.67389087,62.84880163
2015,"Kekaha-Waimea","Kauai County",0.408079984,6.529279739,8.161599673,25.32319935,63.43664558
2015,"Koloa-Poipu","Kauai County",1.317306109,4.775234645,2.469948954,14.19529063,52.6629343
2015,"Lihue","Kauai County",0.835887434,5.43326832,84.006687105,17.52883812,36.23168013
2015,"Niihau","Kauai County",NA,NA,NA,NA,NA
2015,"Puhi-Hanamaulu","Kauai County",0.095877277,0.67114094,0.67114094,2.12885906,4.400287632
2015,"Wailua-Anahola","Kauai County",0.077101002,1.233616037,1.156515035,2.751349268,5.838010794
2015,"East Molokai","Maui County",0.697674419,4.88372093,69.767441858,6.91627907,34.01953488
2015,"Haiku-Pauwela","Maui County",0.101481632,2.334077532,0.304444896,13.44347473,54.6856099
2015,"Hana","Maui County",1.086366105,10.320478,10.320478,58.90602933,181.6382401
2015,"Kahului","Maui County",0.351172918,1.158870628,5.548532098,1.890504284,6.325537295
2015,"Kihei","Maui County",0.201604774,1.93540583,21.20882223,2.0692714,6.209346397
2015,"Kula","Maui County",0,1.740841659,0.68119891,6.760142295,20.26725704
2015,"Lahaina","Maui County",0.31823968,1.545735588,52.464084379,4.006410256,8.098017821
2015,"Lanai","Maui County",0.565131393,2.825656965,5.368748234,1.660356033,1.287651879
2015,"Makawao-Paia","Maui County",0.049086982,2.797957982,0.834478696,21.1953171,72.50593952
2015,"Puunene","Maui County",NA,NA,NA,NA,NA
2015,"Spreckelsville","Maui County",2.188183807,2.188183807,109.4091904,2.404814004,8.043763676
2015,"Waihee-Waikapu","Maui County",0.264270613,1.982029598,0,3.663054968,17.91556554
2015,"Wailuku","Maui County",0.138721909,1.340978452,0,2.650235827,12.96217516
2015,"West Molokai","Maui County",0.354484225,2.481389578,1.063452676,1.918114144,2.271180432
2016,"Hilo","Hawaii County",0.167904966,2.03584771,2.497586366,7.862905595,17.8883432
2016,"Honokaa-Kukuihaele","Hawaii County",0,3.07473983,0,2.186613056,2.398770104
2016,"Kau","Hawaii County",0.118962646,5.353319058,5.234356412,41.13835356,155.2193671
2016,"Keaau-Mountain View","Hawaii County",0,1.72201016,0.200901185,12.81201389,28.26099934
2016,"North Hilo","Hawaii County",0,1.789976134,0.596658711,0.9832935561,10.08890215
2016,"North Kohala","Hawaii County",0.155255395,3.570874088,0.465766185,6.327123118,13.84784971
2016,"North Kona","Hawaii County",0.408045701,6.384715088,58.758580969,31.55724641,57.88488311
2016,"Paauhau-Paauilo","Hawaii County",0.309119011,3.70942813,0,5.896445131,16.82627512
2016,"Pahoa-Kalapana","Hawaii County",0,2.904253326,1.780026232,25.2711261,72.06913997
2016,"Papaikou-Wailea","Hawaii County",0,1.652551126,1.032844454,1.512703987,6.708118157
2016,"South Kohala","Hawaii County",0.266652445,3.146498853,10.239453895,6.86475388,21.93067036
2016,"South Kona","Hawaii County",0.177352133,6.562028908,6.29600071,19.14365523,48.70532943
2016,"Ewa","Honolulu County",0.029307894,0.638912091,0.905613927,6.78184376,25.04286866
2016,"Honolulu","Honolulu County",0.037362692,0.689964381,4.391361746,44.96904376,171.2267168
2016,"Koolauloa","Honolulu County",0.098275269,0.835339787,1.031890325,4.465579087,16.05675397
2016,"Koolaupoko","Honolulu County",0.017088759,1.187668751,2.563313852,17.89944974,68.25932192
2016,"Wahiawa","Honolulu County",0.043560647,0.500947444,0,9.523424738,34.19645852
2016,"Waialua","Honolulu County",0,1.965099827,37.651312689,9.637242572,27.79319289
2016,"Waianae","Honolulu County",0.062109229,1.324996895,7.328889073,7.799200861,24.83141485
2016,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2016,"Eleele-Kalaheo","Kauai County",0.109122654,3.055434308,11.894369271,4.956350938,4.685399389
2016,"Hanalei","Kauai County",0.472143532,4.878816494,14.793830658,8.482215927,21.35206169
2016,"Kapaa","Kauai County",0.358422939,5.854241338,26.881720426,23.7348865,57.56356033
2016,"Kaumakani-Hanapepe","Kauai County",0,4.518072289,1.25502008,21.33659639,47.07981928
2016,"Kekaha-Waimea","Kauai County",0.396746677,5.951200159,2.182106725,24.61991668,51.88573696
2016,"Koloa-Poipu","Kauai County",0.959846425,3.839385698,3.51943689,13.79107343,42.17805151
2016,"Lihue","Kauai County",0.857020426,5.284959292,94.272246825,17.972004,31.88573061
2016,"Niihau","Kauai County",NA,NA,NA,NA,NA
2016,"Puhi-Hanamaulu","Kauai County",0.090719405,0.635035834,0.725755239,2.014333666,3.573800236
2016,"Wailua-Anahola","Kauai County",0.075420469,1.055886568,0.82962516,2.69137944,5.563541745
2016,"East Molokai","Maui County",0.224567707,2.919380193,52.997978896,6.678643611,39.95553559
2016,"Haiku-Pauwela","Maui County",0.209797545,2.097975454,0.629392636,13.89615022,35.03566558
2016,"Hana","Maui County",1.13960114,11.3960114,5.698005698,61.79259259,100.2410256
2016,"Kahului","Maui County",0.331521018,0.994563055,2.68532025,1.784710251,6.621402997
2016,"Kihei","Maui County",0.205178711,1.518322459,16.332225372,2.105954286,7.85264065
2016,"Kula","Maui County",0,1.805869074,0.376222724,6.980812641,19.83724605
2016,"Lahaina","Maui County",0.223214286,1.294642857,33.839285716,3.934151786,6.517410714
2016,"Lanai","Maui County",0.578871201,3.473227207,6.657018813,1.700723589,3.940086831
2016,"Makawao-Paia","Maui County",0.098663115,2.26925164,0.345320901,18.9971881,66.9149524
2016,"Puunene","Maui County",NA,NA,NA,NA,NA
2016,"Spreckelsville","Maui County",1.901140684,1.901140684,74.14448669,2.089353612,7.74904943
2016,"Waihee-Waikapu","Maui County",0.263782643,1.978369823,0,3.656291216,24.90292799
