"Category","Year","fit","se.fit","inc.trend","dec.trend","threshold","se.threshold"
"Visitors",2008.02004008016,15369.7276960868,341.515118168858,NA,15369.7276960868,15369.7276960868,341.515118168858
"Visitors",2008.04208416834,15319.9546936392,341.534845112166,NA,15319.9546936392,15319.9546936392,341.534845112166
"Visitors",2008.06412825651,15270.5959449757,341.51597992511,NA,15270.5959449757,15270.5959449757,341.51597992511
"Visitors",2008.08617234469,15221.6710172616,341.463205256717,NA,15221.6710172616,15221.6710172616,341.463205256717
"Visitors",2008.10821643287,15173.1994776643,341.381453846301,NA,15173.1994776643,15173.1994776643,341.381453846301
"Visitors",2008.13026052104,15125.200893349,341.275827890015,NA,15125.200893349,15125.200893349,341.275827890015
"Visitors",2008.15230460922,15077.6948314829,341.151522551773,NA,15077.6948314829,15077.6948314829,341.151522551773
"Visitors",2008.17434869739,15030.7008592313,341.0137534323,NA,15030.7008592313,15030.7008592313,341.0137534323
"Visitors",2008.19639278557,14984.2385437616,340.867687879045,NA,14984.2385437616,14984.2385437616,340.867687879045
"Visitors",2008.21843687375,14938.327452239,340.718380085308,NA,14938.327452239,14938.327452239,340.718380085308
"Visitors",2008.24048096192,14892.9871518307,340.570709987391,NA,14892.9871518307,14892.9871518307,340.570709987391
"Visitors",2008.2625250501,14848.2372097021,340.429326022564,NA,14848.2372097021,14848.2372097021,340.429326022564
"Visitors",2008.28456913828,14804.0971930205,340.298591857018,NA,14804.0971930205,14804.0971930205,340.298591857018
"Visitors",2008.30661322645,14760.586668951,340.182537230455,NA,14760.586668951,14760.586668951,340.182537230455
"Visitors",2008.32865731463,14717.7252046611,340.084813091915,NA,14717.7252046611,14717.7252046611,340.084813091915
"Visitors",2008.35070140281,14675.5323673164,340.008651219279,NA,14675.5323673164,14675.5323673164,340.008651219279
"Visitors",2008.37274549098,14634.0277240828,339.956828522349,NA,14634.0277240828,14634.0277240828,339.956828522349
"Visitors",2008.39478957916,14593.2308421274,339.931636226385,NA,14593.2308421274,14593.2308421274,339.931636226385
"Visitors",2008.41683366733,14553.1612886158,339.934854120152,NA,14553.1612886158,14553.1612886158,339.934854120152
"Visitors",2008.43887775551,14513.8386307149,339.967730030552,NA,14513.8386307149,14513.8386307149,339.967730030552
"Visitors",2008.46092184369,14475.2824355904,340.030964655653,NA,14475.2824355904,14475.2824355904,340.030964655653
"Visitors",2008.48296593186,14437.5122704091,340.124701851376,NA,14437.5122704091,14437.5122704091,340.124701851376
"Visitors",2008.50501002004,14400.5477023367,340.248524425259,NA,14400.5477023367,14400.5477023367,340.248524425259
"Visitors",2008.52705410822,14364.4082985402,340.401455446107,NA,14364.4082985402,14364.4082985402,340.401455446107
"Visitors",2008.54909819639,14329.1136261851,340.581965032602,NA,14329.1136261851,14329.1136261851,340.581965032602
"Visitors",2008.57114228457,14294.6832524384,340.787982539218,NA,14294.6832524384,14294.6832524384,340.787982539218
"Visitors",2008.59318637275,14261.1367444657,341.016914016284,NA,14261.1367444657,14261.1367444657,341.016914016284
"Visitors",2008.61523046092,14228.493669434,341.265664784363,NA,14228.493669434,14228.493669434,341.265664784363
"Visitors",2008.6372745491,14196.7735945088,341.530666933126,NA,14196.7735945088,14196.7735945088,341.530666933126
"Visitors",2008.65931863727,14165.9960868572,341.807911532913,NA,14165.9960868572,NA,NA
"Visitors",2008.68136272545,14136.1807136446,342.092985334419,NA,14136.1807136446,14136.1807136446,342.092985334419
"Visitors",2008.70340681363,14107.3470420381,342.38111172881,NA,14107.3470420381,14107.3470420381,342.38111172881
"Visitors",2008.7254509018,14079.5146392034,342.667195748067,NA,14079.5146392034,14079.5146392034,342.667195748067
"Visitors",2008.74749498998,14052.7030723072,342.945872902843,NA,14052.7030723072,14052.7030723072,342.945872902843
"Visitors",2008.76953907816,14026.9319085153,343.211561683106,NA,14026.9319085153,14026.9319085153,343.211561683106
"Visitors",2008.79158316633,14002.2207149945,343.458519584136,NA,NA,14002.2207149945,343.458519584136
"Visitors",2008.81362725451,13978.5890589106,343.680902567071,NA,NA,NA,NA
"Visitors",2008.83567134269,13956.0565074303,343.872827917661,NA,NA,NA,NA
"Visitors",2008.85771543086,13934.6426277197,344.028440528844,NA,NA,NA,NA
"Visitors",2008.87975951904,13914.3669869449,344.14198270029,NA,NA,NA,NA
"Visitors",2008.90180360721,13895.2491522725,344.207867621242,NA,NA,NA,NA
"Visitors",2008.92384769539,13877.3086908684,344.220756779145,NA,NA,NA,NA
"Visitors",2008.94589178357,13860.5651698993,344.175641615641,NA,NA,NA,NA
"Visitors",2008.96793587174,13845.0381565312,344.067929830948,NA,NA,NA,NA
"Visitors",2008.98997995992,13830.7472179305,343.893536816533,NA,NA,NA,NA
"Visitors",2009.0120240481,13817.7108924246,343.64930911032,NA,NA,NA,NA
"Visitors",2009.03406813627,13805.9284323771,343.338862009733,NA,NA,NA,NA
"Visitors",2009.05611222445,13795.3819618911,342.971716634694,NA,NA,NA,NA
"Visitors",2009.07815631263,13786.0530096768,342.557882369309,NA,NA,NA,NA
"Visitors",2009.1002004008,13777.9231044446,342.107551051868,NA,NA,NA,NA
"Visitors",2009.12224448898,13770.9737749047,341.630985052914,NA,NA,NA,NA
"Visitors",2009.14428857715,13765.1865497673,341.138408925966,NA,NA,NA,NA
"Visitors",2009.16633266533,13760.5429577429,340.639904436064,NA,NA,NA,NA
"Visitors",2009.18837675351,13757.0245275416,340.145308954958,NA,NA,NA,NA
"Visitors",2009.21042084168,13754.6127878738,339.664117386531,NA,NA,NA,NA
"Visitors",2009.23246492986,13753.2892674497,339.205387946472,NA,NA,NA,NA
"Visitors",2009.25450901804,13753.0354949796,338.777652263966,NA,NA,NA,NA
"Visitors",2009.27655310621,13753.8329991738,338.388830394346,NA,NA,NA,NA
"Visitors",2009.29859719439,13755.6633087425,338.04615142755,NA,NA,NA,NA
"Visitors",2009.32064128257,13758.5079523961,337.756080442841,NA,NA,NA,NA
"Visitors",2009.34268537074,13762.3484588448,337.52425259334,NA,NA,NA,NA
"Visitors",2009.36472945892,13767.166356799,337.355415101917,NA,NA,NA,NA
"Visitors",2009.38677354709,13772.9431749689,337.253377912648,NA,NA,NA,NA
"Visitors",2009.40881763527,13779.6604420646,337.22097366991,NA,NA,NA,NA
"Visitors",2009.43086172345,13787.2996867968,337.260027593439,NA,NA,NA,NA
"Visitors",2009.45290581162,13795.8424378753,337.37133768618,NA,NA,NA,NA
"Visitors",2009.4749498998,13805.2702240108,337.55466555881,NA,NA,NA,NA
"Visitors",2009.49699398798,13815.5645739133,337.808737987486,NA,NA,NA,NA
"Visitors",2009.51903807615,13826.7070162933,338.131259147852,NA,NA,NA,NA
"Visitors",2009.54108216433,13838.6790798609,338.518933296783,NA,NA,NA,NA
"Visitors",2009.56312625251,13851.4622933265,338.967497512423,NA,NA,NA,NA
"Visitors",2009.58517034068,13865.0381854002,339.471763960135,NA,NA,NA,NA
"Visitors",2009.60721442886,13879.3882847926,340.025671033721,NA,NA,NA,NA
"Visitors",2009.62925851703,13894.4941202136,340.62234263241,NA,NA,NA,NA
"Visitors",2009.65130260521,13910.3372203739,341.254154778857,NA,NA,NA,NA
"Visitors",2009.67334669339,13926.8991139833,341.912808762078,NA,NA,NA,NA
"Visitors",2009.69539078156,13944.1613297526,342.589410003638,NA,NA,NA,NA
"Visitors",2009.71743486974,13962.1053963916,343.274551892037,NA,NA,NA,NA
"Visitors",2009.73947895792,13980.712842611,343.958403908521,NA,NA,NA,NA
"Visitors",2009.76152304609,13999.9651971206,344.630803471923,NA,NA,NA,NA
"Visitors",2009.78356713427,14019.8439886313,345.281351058465,NA,NA,NA,NA
"Visitors",2009.80561122244,14040.3307458528,345.899508298756,NA,NA,NA,NA
"Visitors",2009.82765531062,14061.4069974956,346.474698916128,NA,NA,NA,NA
"Visitors",2009.8496993988,14083.0542722702,346.996412542456,NA,NA,NA,NA
"Visitors",2009.87174348697,14105.2540988865,347.454311628196,NA,NA,NA,NA
"Visitors",2009.89378757515,14127.9880060553,347.838341848584,NA,NA,NA,NA
"Visitors",2009.91583166333,14151.2375224862,348.138846596191,NA,NA,NA,NA
"Visitors",2009.9378757515,14174.9841768901,348.346686339948,14174.9841768901,NA,NA,NA
"Visitors",2009.95991983968,14199.2094979768,348.453363820286,14199.2094979768,NA,NA,NA
"Visitors",2009.98196392786,14223.895014457,348.451156238287,14223.895014457,NA,NA,NA
"Visitors",2010.00400801603,14249.0222625313,348.333270844208,14249.0222625313,NA,14249.0222625313,348.333270844208
"Visitors",2010.02605210421,14274.5748055797,348.098037521521,14274.5748055797,NA,NA,NA
"Visitors",2010.04809619238,14300.5409673392,347.754363851857,14300.5409673392,NA,14300.5409673392,347.754363851857
"Visitors",2010.07014028056,14326.9097541408,347.313351011483,14326.9097541408,NA,14326.9097541408,347.313351011483
"Visitors",2010.09218436874,14353.6701723142,346.786764126634,14353.6701723142,NA,NA,NA
"Visitors",2010.11422845691,14380.8112281902,346.18688557509,14380.8112281902,NA,NA,NA
"Visitors",2010.13627254509,14408.3219280986,345.526373940025,14408.3219280986,NA,14408.3219280986,345.526373940025
"Visitors",2010.15831663327,14436.1912783704,344.818127439501,14436.1912783704,NA,14436.1912783704,344.818127439501
"Visitors",2010.18036072144,14464.4082853351,344.075150932817,14464.4082853351,NA,14464.4082853351,344.075150932817
"Visitors",2010.20240480962,14492.9619553238,343.310425883346,14492.9619553238,NA,NA,NA
"Visitors",2010.2244488978,14521.8412946661,342.53678293559,14521.8412946661,NA,14521.8412946661,342.53678293559
"Visitors",2010.24649298597,14551.0353096929,341.766777038499,14551.0353096929,NA,NA,NA
"Visitors",2010.26853707415,14580.533006734,341.012565314669,14580.533006734,NA,14580.533006734,341.012565314669
"Visitors",2010.29058116232,14610.32339212,340.285788128981,14610.32339212,NA,14610.32339212,340.285788128981
"Visitors",2010.3126252505,14640.3954721814,339.597454046063,14640.3954721814,NA,NA,NA
"Visitors",2010.33466933868,14670.738253248,338.957829574057,14670.738253248,NA,NA,NA
"Visitors",2010.35671342685,14701.3407416507,338.376334765667,14701.3407416507,NA,NA,NA
"Visitors",2010.37875751503,14732.1919437192,337.86144587839,14732.1919437192,NA,NA,NA
"Visitors",2010.40080160321,14763.2808657844,337.420606375666,14763.2808657844,NA,14763.2808657844,337.420606375666
"Visitors",2010.42284569138,14794.596514176,337.060147575317,14794.596514176,NA,14794.596514176,337.060147575317
"Visitors",2010.44488977956,14826.127895225,336.785220215931,14826.127895225,NA,14826.127895225,336.785220215931
"Visitors",2010.46693386774,14857.864015261,336.599738116354,14857.864015261,NA,14857.864015261,336.599738116354
"Visitors",2010.48897795591,14889.793880615,336.506334949879,14889.793880615,NA,NA,NA
"Visitors",2010.51102204409,14921.9064976166,336.506334949881,14921.9064976166,NA,14921.9064976166,336.506334949881
"Visitors",2010.53306613226,14954.1908725968,336.599738116354,14954.1908725968,NA,14954.1908725968,336.599738116354
"Visitors",2010.55511022044,14986.6360118852,336.78522021593,14986.6360118852,NA,14986.6360118852,336.78522021593
"Visitors",2010.57715430862,15019.2309218129,337.060147575316,15019.2309218129,NA,15019.2309218129,337.060147575316
"Visitors",2010.59919839679,15051.9646087094,337.420606375666,15051.9646087094,NA,15051.9646087094,337.420606375666
"Visitors",2010.62124248497,15084.8260789058,337.861445878389,15084.8260789058,NA,15084.8260789058,337.861445878389
"Visitors",2010.64328657315,15117.8043387317,338.376334765667,15117.8043387317,NA,15117.8043387317,338.376334765667
"Visitors",2010.66533066132,15150.888394518,338.957829574055,15150.888394518,NA,15150.888394518,338.957829574055
"Visitors",2010.6873747495,15184.0672525945,339.597454046063,15184.0672525945,NA,15184.0672525945,339.597454046063
"Visitors",2010.70941883768,15217.329919292,340.28578812898,15217.329919292,NA,15217.329919292,340.28578812898
"Visitors",2010.73146292585,15250.6654009403,341.012565314668,15250.6654009403,NA,15250.6654009403,341.012565314668
"Visitors",2010.75350701403,15284.0627038699,341.766777038497,15284.0627038699,NA,15284.0627038699,341.766777038497
"Visitors",2010.7755511022,15317.5108344115,342.536782935588,15317.5108344115,NA,15317.5108344115,342.536782935588
"Visitors",2010.79759519038,15350.9987988948,343.310425883346,15350.9987988948,NA,15350.9987988948,343.310425883346
"Visitors",2010.81963927856,15384.5156036508,344.075150932818,15384.5156036508,NA,15384.5156036508,344.075150932818
"Visitors",2010.84168336673,15418.050255009,344.8181274395,15418.050255009,NA,15418.050255009,344.8181274395
"Visitors",2010.86372745491,15451.5917593004,345.526373940028,15451.5917593004,NA,15451.5917593004,345.526373940028
"Visitors",2010.88577154309,15485.1291228548,346.186885575091,15485.1291228548,NA,15485.1291228548,346.186885575091
"Visitors",2010.90781563126,15518.651352003,346.786764126632,15518.651352003,NA,15518.651352003,346.786764126632
"Visitors",2010.92985971944,15552.1474530748,347.313351011481,15552.1474530748,NA,15552.1474530748,347.313351011481
"Visitors",2010.95190380762,15585.606432401,347.754363851858,15585.606432401,NA,15585.606432401,347.754363851858
"Visitors",2010.97394789579,15619.0172963114,348.09803752152,15619.0172963114,NA,15619.0172963114,348.09803752152
"Visitors",2010.99599198397,15652.3690511369,348.333270844209,15652.3690511369,NA,15652.3690511369,348.333270844209
"Visitors",2011.01803607214,15685.6506818327,348.451156238287,15685.6506818327,NA,15685.6506818327,348.451156238287
"Visitors",2011.04008016032,15718.8510242915,348.453363820287,15718.8510242915,NA,15718.8510242915,348.453363820287
"Visitors",2011.0621242485,15751.9588509261,348.346686339947,15751.9588509261,NA,15751.9588509261,348.346686339947
"Visitors",2011.08416833667,15784.9629339165,348.13884659619,15784.9629339165,NA,15784.9629339165,348.13884659619
"Visitors",2011.10621242485,15817.8520454409,347.838341848588,15817.8520454409,NA,15817.8520454409,347.838341848588
"Visitors",2011.12825651303,15850.6149576792,347.454311628201,15850.6149576792,NA,15850.6149576792,347.454311628201
"Visitors",2011.1503006012,15883.2404428099,346.99641254246,15883.2404428099,NA,15883.2404428099,346.99641254246
"Visitors",2011.17234468938,15915.7172730127,346.474698916131,15915.7172730127,NA,15915.7172730127,346.474698916131
"Visitors",2011.19438877756,15948.034220466,345.899508298759,15948.034220466,NA,15948.034220466,345.899508298759
"Visitors",2011.21643286573,15980.1800573496,345.28135105846,15980.1800573496,NA,15980.1800573496,345.28135105846
"Visitors",2011.23847695391,16012.143555842,344.630803471927,16012.143555842,NA,16012.143555842,344.630803471927
"Visitors",2011.26052104208,16043.9134881225,343.958403908527,16043.9134881225,NA,16043.9134881225,343.958403908527
"Visitors",2011.28256513026,16075.4786263707,343.274551892042,16075.4786263707,NA,16075.4786263707,343.274551892042
"Visitors",2011.30460921844,16106.8277427649,342.589410003643,16106.8277427649,NA,16106.8277427649,342.589410003643
"Visitors",2011.32665330661,16137.9496094849,341.912808762084,16137.9496094849,NA,16137.9496094849,341.912808762084
"Visitors",2011.34869739479,16168.8329987093,341.254154778863,16168.8329987093,NA,16168.8329987093,341.254154778863
"Visitors",2011.37074148297,16199.4666826176,340.622342632417,16199.4666826176,NA,16199.4666826176,340.622342632417
"Visitors",2011.39278557114,16229.8394333885,340.025671033728,16229.8394333885,NA,16229.8394333885,340.025671033728
"Visitors",2011.41482965932,16259.9400232015,339.471763960141,16259.9400232015,NA,16259.9400232015,339.471763960141
