"Category","Year","fit","se.fit","inc.trend","dec.trend","threshold","se.threshold"
"Visitors",2005.99198396794,69232.2412779823,864.965755024051,NA,NA,NA,NA
"Visitors",2006.01402805611,69245.7538356373,865.621917462761,NA,NA,NA,NA
"Visitors",2006.03607214429,69258.1510274106,865.699442806939,NA,NA,NA,NA
"Visitors",2006.05811623246,69269.3960633317,865.23203354544,NA,NA,NA,NA
"Visitors",2006.08016032064,69279.4520506469,864.256856630161,NA,NA,NA,NA
"Visitors",2006.10220440882,69288.2820966031,862.813714106602,NA,NA,NA,NA
"Visitors",2006.12424849699,69295.8493084469,860.944627658528,NA,NA,NA,NA
"Visitors",2006.14629258517,69302.116793425,858.693448464634,NA,NA,NA,NA
"Visitors",2006.16833667335,69307.0476587838,856.105484920265,NA,NA,NA,NA
"Visitors",2006.19038076152,69310.6050117704,853.227141845976,NA,NA,NA,NA
"Visitors",2006.2124248497,69312.751959631,850.105565818663,NA,NA,NA,NA
"Visitors",2006.23446893788,69313.4516096124,846.788292239796,NA,NA,NA,NA
"Visitors",2006.25651302605,69312.6670689614,843.322890738187,NA,NA,NA,NA
"Visitors",2006.27855711423,69310.3614449245,839.756606501139,NA,NA,NA,NA
"Visitors",2006.3006012024,69306.4978447485,836.135996163909,NA,NA,NA,NA
"Visitors",2006.32264529058,69301.0393756798,832.506557958342,NA,NA,NA,NA
"Visitors",2006.34468937876,69293.9491449652,828.912356932738,NA,NA,NA,NA
"Visitors",2006.36673346693,69285.1902598515,825.395647180368,NA,NA,NA,NA
"Visitors",2006.38877755511,69274.7258275852,821.996494137917,NA,NA,NA,NA
"Visitors",2006.41082164329,69262.5189554128,818.752401087038,NA,NA,NA,NA
"Visitors",2006.43286573146,69248.5327505811,815.697944975147,NA,NA,NA,NA
"Visitors",2006.45490981964,69232.730320337,812.864427500487,NA,NA,NA,NA
"Visitors",2006.47695390782,69215.0747719269,810.279548033524,NA,NA,NA,NA
"Visitors",2006.49899799599,69195.5292125974,807.967105309207,NA,NA,NA,NA
"Visitors",2006.52104208417,69174.056749595,805.946734883071,NA,NA,NA,NA
"Visitors",2006.54308617234,69150.620490167,804.233689066848,NA,NA,NA,NA
"Visitors",2006.56513026052,69125.1835415593,802.838665434588,NA,NA,NA,NA
"Visitors",2006.5871743487,69097.7090110191,801.767689039082,NA,NA,NA,NA
"Visitors",2006.60921843687,69068.1600057925,801.022052234871,NA,NA,NA,NA
"Visitors",2006.63126252505,69036.4996331269,800.59831454044,NA,NA,NA,NA
"Visitors",2006.65330661323,69002.6910002682,800.488363368885,NA,NA,NA,NA
"Visitors",2006.6753507014,68966.6972144638,800.679534814885,NA,NA,NA,NA
"Visitors",2006.69739478958,68928.4813829594,801.154792107352,NA,NA,NA,NA
"Visitors",2006.71943887776,68888.0066130027,801.892957920466,NA,NA,NA,NA
"Visitors",2006.74148296593,68845.2360118394,802.868995564304,NA,NA,NA,NA
"Visitors",2006.76352705411,68800.132686717,804.054333213853,NA,NA,NA,NA
"Visitors",2006.78557114228,68752.6597448813,805.417224821595,NA,NA,NA,NA
"Visitors",2006.80761523046,68702.78029358,806.923141205176,NA,NA,NA,NA
"Visitors",2006.82965931864,68650.4574400586,808.53518499967,NA,NA,NA,NA
"Visitors",2006.85170340681,68595.6542915648,810.214523678326,NA,NA,NA,NA
"Visitors",2006.87374749499,68538.3339553442,811.92083563352,NA,NA,NA,NA
"Visitors",2006.89579158317,68478.4595386447,813.612765312717,NA,NA,NA,NA
"Visitors",2006.91783567134,68415.9941487122,815.248384569283,NA,68415.9941487122,NA,NA
"Visitors",2006.93987975952,68350.9008927928,816.785658655333,NA,68350.9008927928,NA,NA
"Visitors",2006.9619238477,68283.1428781345,818.182916612396,NA,68283.1428781345,NA,NA
"Visitors",2006.98396793587,68212.6832119825,819.399327162329,NA,68212.6832119825,NA,NA
"Visitors",2007.00601202405,68139.4854564854,820.395509659958,NA,68139.4854564854,NA,NA
"Visitors",2007.02805611222,68063.5575855631,821.146431897535,NA,68063.5575855631,68063.5575855631,821.146431897535
"Visitors",2007.0501002004,67984.9886296804,821.65273069416,NA,67984.9886296804,67984.9886296804,821.65273069416
"Visitors",2007.07214428858,67903.8762455615,821.920734604907,NA,67903.8762455615,67903.8762455615,821.920734604907
"Visitors",2007.09418837675,67820.318089934,821.959671141028,NA,67820.318089934,67820.318089934,821.959671141028
"Visitors",2007.11623246493,67734.4118195222,821.781285614915,NA,67734.4118195222,NA,NA
"Visitors",2007.13827655311,67646.2550910536,821.399486204998,NA,67646.2550910536,67646.2550910536,821.399486204998
"Visitors",2007.16032064128,67555.9455612526,820.830012056162,NA,67555.9455612526,67555.9455612526,820.830012056162
"Visitors",2007.18236472946,67463.5808868465,820.090121494647,NA,67463.5808868465,67463.5808868465,820.090121494647
"Visitors",2007.20440881764,67369.2587245596,819.198297746631,NA,67369.2587245596,67369.2587245596,819.198297746631
"Visitors",2007.22645290581,67273.0767311198,818.173969888537,NA,67273.0767311198,67273.0767311198,818.173969888537
"Visitors",2007.24849699399,67175.1325632509,817.037247116238,NA,67175.1325632509,67175.1325632509,817.037247116238
"Visitors",2007.27054108216,67075.5238776809,815.808664787793,NA,67075.5238776809,67075.5238776809,815.808664787793
"Visitors",2007.29258517034,66974.3483311337,814.50894106375,NA,66974.3483311337,66974.3483311337,814.50894106375
"Visitors",2007.31462925852,66871.7035803371,813.158743337258,NA,66871.7035803371,66871.7035803371,813.158743337258
"Visitors",2007.33667334669,66767.687282015,811.778464002942,NA,66767.687282015,66767.687282015,811.778464002942
"Visitors",2007.35871743487,66662.3970928955,810.388005457011,NA,66662.3970928955,66662.3970928955,810.388005457011
"Visitors",2007.38076152305,66555.9306697024,809.006574542974,NA,66555.9306697024,66555.9306697024,809.006574542974
"Visitors",2007.40280561122,66448.3856691637,807.652486952121,NA,66448.3856691637,66448.3856691637,807.652486952121
"Visitors",2007.4248496994,66339.8597480041,806.342982348865,NA,66339.8597480041,66339.8597480041,806.342982348865
"Visitors",2007.44689378758,66230.4505629486,805.094051210775,NA,66230.4505629486,66230.4505629486,805.094051210775
"Visitors",2007.46893787575,66120.2557707253,803.920274546238,NA,66120.2557707253,66120.2557707253,803.920274546238
"Visitors",2007.49098196393,66009.3730280577,802.83467777289,NA,66009.3730280577,66009.3730280577,802.83467777289
"Visitors",2007.5130260521,65897.8999916741,801.848600103314,NA,65897.8999916741,65897.8999916741,801.848600103314
"Visitors",2007.53507014028,65785.9343182982,800.971580788358,NA,65785.9343182982,65785.9343182982,800.971580788358
"Visitors",2007.55711422846,65673.5736646581,800.21126351281,NA,65673.5736646581,65673.5736646581,800.21126351281
"Visitors",2007.57915831663,65560.9156874774,799.573320123949,NA,65560.9156874774,65560.9156874774,799.573320123949
"Visitors",2007.60120240481,65448.0580434843,799.061394707732,NA,65448.0580434843,65448.0580434843,799.061394707732
"Visitors",2007.62324649299,65335.0983894025,798.677068815091,NA,65335.0983894025,65335.0983894025,798.677068815091
"Visitors",2007.64529058116,65222.1343819601,798.41984839299,NA,65222.1343819601,65222.1343819601,798.41984839299
"Visitors",2007.66733466934,65109.2636778808,798.287172703122,NA,65109.2636778808,65109.2636778808,798.287172703122
"Visitors",2007.68937875751,64996.5839338928,798.274445228746,NA,64996.5839338928,64996.5839338928,798.274445228746
"Visitors",2007.71142284569,64884.1928067196,798.375086289513,NA,64884.1928067196,64884.1928067196,798.375086289513
"Visitors",2007.73346693387,64772.1879530896,798.580606821359,NA,64772.1879530896,64772.1879530896,798.580606821359
"Visitors",2007.75551102204,64660.6670297263,798.880702543698,NA,64660.6670297263,64660.6670297263,798.880702543698
"Visitors",2007.77755511022,64549.7276933578,799.263367543033,NA,64549.7276933578,64549.7276933578,799.263367543033
"Visitors",2007.7995991984,64439.4676007078,799.715026158008,NA,64439.4676007078,64439.4676007078,799.715026158008
"Visitors",2007.82164328657,64329.9844085046,800.220681963697,NA,64329.9844085046,64329.9844085046,800.220681963697
"Visitors",2007.84368737475,64221.3757734718,800.764082626565,NA,64221.3757734718,64221.3757734718,800.764082626565
"Visitors",2007.86573146293,64113.7393523374,801.327899436883,NA,64113.7393523374,64113.7393523374,801.327899436883
"Visitors",2007.8877755511,64007.1728018264,801.893920422521,NA,64007.1728018264,64007.1728018264,801.893920422521
"Visitors",2007.90981963928,63901.7737786634,802.443256102754,NA,63901.7737786634,63901.7737786634,802.443256102754
"Visitors",2007.93186372745,63797.6399395766,802.956557149286,NA,63797.6399395766,63797.6399395766,802.956557149286
"Visitors",2007.95390781563,63694.8689412899,803.414243477152,NA,63694.8689412899,63694.8689412899,803.414243477152
"Visitors",2007.97595190381,63593.5584405311,803.796744584315,NA,63593.5584405311,63593.5584405311,803.796744584315
"Visitors",2007.99799599198,63493.8060940241,804.084751287652,NA,63493.8060940241,63493.8060940241,804.084751287652
"Visitors",2008.02004008016,63395.7016113494,804.262933003073,NA,63395.7016113494,63395.7016113494,804.262933003073
"Visitors",2008.04208416834,63299.2928921409,804.334982212996,NA,63299.2928921409,63299.2928921409,804.334982212996
"Visitors",2008.06412825651,63204.6141351539,804.311579073114,NA,63204.6141351539,63204.6141351539,804.311579073114
"Visitors",2008.08617234469,63111.6995311931,804.204266560923,NA,63111.6995311931,63111.6995311931,804.204266560923
"Visitors",2008.10821643287,63020.5832710667,804.025231113918,NA,63020.5832710667,63020.5832710667,804.025231113918
"Visitors",2008.13026052104,62931.2995455793,803.78709798732,NA,62931.2995455793,62931.2995455793,803.78709798732
"Visitors",2008.15230460922,62843.8825455391,803.502737198424,NA,62843.8825455391,62843.8825455391,803.502737198424
"Visitors",2008.17434869739,62758.3664617507,803.185079554436,NA,62758.3664617507,62758.3664617507,803.185079554436
"Visitors",2008.19639278557,62674.7854850225,802.846942443991,NA,62674.7854850225,62674.7854850225,802.846942443991
"Visitors",2008.21843687375,62593.173806159,802.500865248116,NA,62593.173806159,62593.173806159,802.500865248116
"Visitors",2008.24048096192,62513.5656159684,802.158954387508,NA,62513.5656159684,62513.5656159684,802.158954387508
"Visitors",2008.2625250501,62435.9951052553,801.8327381673,NA,62435.9951052553,62435.9951052553,801.8327381673
"Visitors",2008.28456913828,62360.496464828,801.533031704659,NA,62360.496464828,62360.496464828,801.533031704659
"Visitors",2008.30661322645,62287.1038854912,801.269812324429,NA,62287.1038854912,62287.1038854912,801.269812324429
"Visitors",2008.32865731463,62215.8515580529,801.052105882583,NA,62215.8515580529,62215.8515580529,801.052105882583
"Visitors",2008.35070140281,62146.7736733186,800.887884524777,NA,62146.7736733186,62146.7736733186,800.887884524777
"Visitors",2008.37274549098,62079.9044220943,800.783976406375,NA,62079.9044220943,62079.9044220943,800.783976406375
"Visitors",2008.39478957916,62015.2779951876,800.745987891596,NA,62015.2779951876,NA,NA
"Visitors",2008.41683366733,61952.9285834036,800.778238714118,NA,NA,NA,NA
"Visitors",2008.43887775551,61892.8903775502,800.88371052155,NA,NA,NA,NA
"Visitors",2008.46092184369,61835.1975684324,801.064009144168,NA,NA,NA,NA
"Visitors",2008.48296593186,61779.8843468578,801.319340829361,NA,NA,NA,NA
"Visitors",2008.50501002004,61726.9849036317,801.648502570628,NA,NA,NA,NA
"Visitors",2008.52705410822,61676.5334295618,802.048886540174,NA,NA,NA,NA
"Visitors",2008.54909819639,61628.5641154533,802.516498511638,NA,NA,NA,NA
"Visitors",2008.57114228457,61583.1111521136,803.04599004084,NA,NA,NA,NA
"Visitors",2008.59318637275,61540.2087303483,803.630704062421,NA,NA,NA,NA
"Visitors",2008.61523046092,61499.8910409646,804.262733464454,NA,NA,NA,NA
"Visitors",2008.6372745491,61462.1922747681,804.932992125479,NA,NA,NA,NA
"Visitors",2008.65931863727,61427.1466225661,805.631297843264,NA,NA,NA,NA
"Visitors",2008.68136272545,61394.7882751642,806.346466554256,NA,NA,NA,NA
"Visitors",2008.70340681363,61365.1514233695,807.066417238793,NA,NA,NA,NA
"Visitors",2008.7254509018,61338.2702579879,807.778286931989,NA,NA,NA,NA
"Visitors",2008.74749498998,61314.1789698263,808.46855531143,NA,NA,NA,NA
"Visitors",2008.76953907816,61292.9117496907,809.123178412455,NA,NA,NA,NA
"Visitors",2008.79158316633,61274.5027883878,809.727731125905,NA,NA,NA,NA
"Visitors",2008.81362725451,61258.9862767238,810.267558261618,NA,NA,NA,NA
"Visitors",2008.83567134269,61246.3964055054,810.727934110391,NA,NA,NA,NA
"Visitors",2008.85771543086,61236.7673655388,811.094230605169,NA,NA,NA,NA
"Visitors",2008.87975951904,61230.1333476304,811.352094365655,NA,NA,NA,NA
"Visitors",2008.90180360721,61226.5285425868,811.487633107413,NA,NA,NA,NA
"Visitors",2008.92384769539,61225.9871412143,811.487612101809,NA,NA,NA,NA
"Visitors",2008.94589178357,61228.5433343193,811.3396615851,NA,NA,NA,NA
"Visitors",2008.96793587174,61234.2313127084,811.032496227947,NA,NA,NA,NA
"Visitors",2008.98997995992,61243.0852671878,810.556147987363,NA,NA,NA,NA
"Visitors",2009.0120240481,61255.1367584627,809.903039091811,NA,NA,NA,NA
"Visitors",2009.03406813627,61270.3680450127,809.082741433487,NA,NA,NA,NA
"Visitors",2009.05611222445,61288.717599,808.119775441242,NA,NA,NA,NA
"Visitors",2009.07815631263,61310.1223705364,807.039900622032,NA,NA,NA,NA
"Visitors",2009.1002004008,61334.519309735,805.869339103312,NA,NA,NA,NA
"Visitors",2009.12224448898,61361.8453667074,804.634489039715,NA,NA,NA,NA
"Visitors",2009.14428857715,61392.0374915667,803.361646421426,NA,NA,NA,NA
"Visitors",2009.16633266533,61425.0326344246,802.076734760124,NA,NA,NA,NA
"Visitors",2009.18837675351,61460.7677453943,800.805042641418,NA,NA,NA,NA
"Visitors",2009.21042084168,61499.1797745872,799.570969622756,NA,NA,NA,NA
"Visitors",2009.23246492986,61540.2056721165,798.397781408509,NA,NA,NA,NA
"Visitors",2009.25450901804,61583.782388094,797.307375640806,NA,NA,NA,NA
"Visitors",2009.27655310621,61629.8468726327,796.320059989708,NA,NA,NA,NA
"Visitors",2009.29859719439,61678.3360758441,795.454344499537,NA,NA,NA,NA
"Visitors",2009.32064128257,61729.1869478411,794.726750335486,NA,NA,NA,NA
"Visitors",2009.34268537074,61782.3364387365,794.151637167835,NA,NA,NA,NA
"Visitors",2009.36472945892,61837.7214986418,793.741051422937,NA,NA,NA,NA
"Visitors",2009.38677354709,61895.2790776703,793.50459751813,NA,NA,NA,NA
"Visitors",2009.40881763527,61954.9461259334,793.449333985273,NA,NA,NA,NA
"Visitors",2009.43086172345,62016.6595935445,793.579696081584,NA,NA,NA,NA
"Visitors",2009.45290581162,62080.3564306148,793.89744610054,NA,NA,NA,NA
"Visitors",2009.4749498998,62145.973587258,794.401652148066,62145.973587258,NA,NA,NA
"Visitors",2009.49699398798,62213.4480135851,795.088695660957,62213.4480135851,NA,NA,NA
"Visitors",2009.51903807615,62282.7166597099,795.952307441398,62282.7166597099,NA,NA,NA
"Visitors",2009.54108216433,62353.7164757434,796.983631486733,62353.7164757434,NA,NA,NA
"Visitors",2009.56312625251,62426.3844117993,798.171315434561,62426.3844117993,NA,NA,NA
"Visitors",2009.58517034068,62500.6574179886,799.50162603937,62500.6574179886,NA,NA,NA
"Visitors",2009.60721442886,62576.4724444251,800.958587770092,62576.4724444251,NA,NA,NA
"Visitors",2009.62925851703,62653.7664412197,802.524142378413,62653.7664412197,NA,62653.7664412197,802.524142378413
"Visitors",2009.65130260521,62732.4763584863,804.178327148965,62732.4763584863,NA,62732.4763584863,804.178327148965
"Visitors",2009.67334669339,62812.5391463358,805.899469502514,62812.5391463358,NA,62812.5391463358,805.899469502514
"Visitors",2009.69539078156,62893.891754882,807.664395686602,62893.891754882,NA,62893.891754882,807.664395686602
"Visitors",2009.71743486974,62976.4711342358,809.448651442377,62976.4711342358,NA,62976.4711342358,809.448651442377
"Visitors",2009.73947895792,63060.2142345112,811.226732779119,63060.2142345112,NA,63060.2142345112,811.226732779119
"Visitors",2009.76152304609,63145.0580058189,812.97232530068,63145.0580058189,NA,63145.0580058189,812.97232530068
"Visitors",2009.78356713427,63230.9393982729,814.658550905308,63230.9393982729,NA,63230.9393982729,814.658550905308
"Visitors",2009.80561122244,63317.795361984,816.258221102214,63317.795361984,NA,63317.795361984,816.258221102214
"Visitors",2009.82765531062,63405.5628470652,817.744096649609,63405.5628470652,NA,63405.5628470652,817.744096649609
"Visitors",2009.8496993988,63494.1788036301,819.089153702817,63494.1788036301,NA,63494.1788036301,819.089153702817
"Visitors",2009.87174348697,63583.580181789,820.266857164578,63583.580181789,NA,63583.580181789,820.266857164578
"Visitors",2009.89378757515,63673.7039316562,821.251442441592,63673.7039316562,NA,63673.7039316562,821.251442441592
"Visitors",2009.91583166333,63764.4870033423,822.018207329015,63764.4870033423,NA,63764.4870033423,822.018207329015
"Visitors",2009.9378757515,63855.8663469614,822.543816264784,63855.8663469614,NA,63855.8663469614,822.543816264784
"Visitors",2009.95991983968,63947.7789126241,822.806619714325,63947.7789126241,NA,63947.7789126241,822.806619714325
"Visitors",2009.98196392786,64040.1616504447,822.786991962165,64040.1616504447,NA,64040.1616504447,822.786991962165
"Visitors",2010.00400801603,64132.9515656401,822.467729585798,64132.9515656401,NA,64132.9515656401,822.467729585798
"Visitors",2010.02605210421,64226.1005766338,821.844765894149,64226.1005766338,NA,64226.1005766338,821.844765894149
"Visitors",2010.04809619238,64319.59562204,820.941104229499,64319.59562204,NA,64319.59562204,820.941104229499
"Visitors",2010.07014028056,64413.4286620589,819.785388459973,64413.4286620589,NA,64413.4286620589,819.785388459973
"Visitors",2010.09218436874,64507.5916568867,818.407994749992,64507.5916568867,NA,64507.5916568867,818.407994749992
"Visitors",2010.11422845691,64602.0765667235,816.840657610734,64602.0765667235,NA,64602.0765667235,816.840657610734
"Visitors",2010.13627254509,64696.8753517653,815.11611001909,64696.8753517653,NA,64696.8753517653,815.11611001909
"Visitors",2010.15831663327,64791.9799722125,813.2677342565,64791.9799722125,NA,64791.9799722125,813.2677342565
"Visitors",2010.18036072144,64887.382388261,811.329220884991,64887.382388261,NA,64887.382388261,811.329220884991
"Visitors",2010.20240480962,64983.0745601111,809.334234047517,64983.0745601111,NA,64983.0745601111,809.334234047517
"Visitors",2010.2244488978,65079.0484479589,807.316082055378,65079.0484479589,NA,65079.0484479589,807.316082055378
"Visitors",2010.24649298597,65175.2960120045,805.307392995716,65175.2960120045,NA,65175.2960120045,805.307392995716
"Visitors",2010.26853707415,65271.809212444,803.339795852459,65271.809212444,NA,65271.809212444,803.339795852459
"Visitors",2010.29058116232,65368.5800094766,801.443608363845,65368.5800094766,NA,65368.5800094766,801.443608363845
"Visitors",2010.3126252505,65465.6003633015,799.647533525654,65465.6003633015,NA,65465.6003633015,799.647533525654
"Visitors",2010.33466933868,65562.8622341148,797.978367263759,65562.8622341148,NA,65562.8622341148,797.978367263759
"Visitors",2010.35671342685,65660.3575821165,796.460720320192,65660.3575821165,NA,65660.3575821165,796.460720320192
"Visitors",2010.37875751503,65758.0783675029,795.116757798617,65758.0783675029,NA,65758.0783675029,795.116757798617
"Visitors",2010.40080160321,65856.0165504741,793.965960070623,65856.0165504741,NA,65856.0165504741,793.965960070623
"Visitors",2010.42284569138,65954.1640912263,793.024908838389,65954.1640912263,NA,65954.1640912263,793.024908838389
"Visitors",2010.44488977956,66052.5129499595,792.307102064808,66052.5129499595,NA,66052.5129499595,792.307102064808
"Visitors",2010.46693386774,66151.0550868699,791.822801218193,66151.0550868699,NA,66151.0550868699,791.822801218193
"Visitors",2010.48897795591,66249.7824621577,791.578913838939,66249.7824621577,NA,66249.7824621577,791.578913838939
"Visitors",2010.51102204409,66348.6870360189,791.57891383894,66348.6870360189,NA,66348.6870360189,791.57891383894
"Visitors",2010.53306613226,66447.7607686538,791.822801218194,66447.7607686538,NA,66447.7607686538,791.822801218194
"Visitors",2010.55511022044,66546.9956202585,792.307102064805,66546.9956202585,NA,66546.9956202585,792.307102064805
"Visitors",2010.57715430862,66646.383551033,793.024908838383,66646.383551033,NA,66646.383551033,793.024908838383
"Visitors",2010.59919839679,66745.9165211736,793.965960070621,66745.9165211736,NA,66745.9165211736,793.965960070621
"Visitors",2010.62124248497,66845.5864908804,795.116757798614,66845.5864908804,NA,66845.5864908804,795.116757798614
"Visitors",2010.64328657315,66945.3854203495,796.460720320191,66945.3854203495,NA,66945.3854203495,796.460720320191
"Visitors",2010.66533066132,67045.3052697811,797.978367263755,67045.3052697811,NA,67045.3052697811,797.978367263755
"Visitors",2010.6873747495,67145.3379993712,799.647533525653,67145.3379993712,NA,67145.3379993712,799.647533525653
"Visitors",2010.70941883768,67245.4755693202,801.443608363844,67245.4755693202,NA,67245.4755693202,801.443608363844
"Visitors",2010.73146292585,67345.709939824,803.339795852459,67345.709939824,NA,67345.709939824,803.339795852459
"Visitors",2010.75350701403,67446.0330710818,805.307392995716,67446.0330710818,NA,67446.0330710818,805.307392995716
"Visitors",2010.7755511022,67546.4369232927,807.316082055375,67546.4369232927,NA,67546.4369232927,807.316082055375
"Visitors",2010.79759519038,67646.913456653,809.33423404752,67646.913456653,NA,67646.913456653,809.33423404752
"Visitors",2010.81963927856,67747.4546313627,811.329220884987,67747.4546313627,NA,67747.4546313627,811.329220884987
"Visitors",2010.84168336673,67848.052407618,813.267734256502,67848.052407618,NA,67848.052407618,813.267734256502
"Visitors",2010.86372745491,67948.6987456189,815.116110019087,67948.6987456189,NA,67948.6987456189,815.116110019087
"Visitors",2010.88577154309,68049.3856055618,816.840657610732,68049.3856055618,NA,68049.3856055618,816.840657610732
"Visitors",2010.90781563126,68150.1049476466,818.407994749989,68150.1049476466,NA,68150.1049476466,818.407994749989
"Visitors",2010.92985971944,68250.8487320696,819.78538845997,68250.8487320696,NA,68250.8487320696,819.78538845997
"Visitors",2010.95190380762,68351.6089190308,820.941104229498,68351.6089190308,NA,68351.6089190308,820.941104229498
"Visitors",2010.97394789579,68452.3774687265,821.84476589415,68452.3774687265,NA,68452.3774687265,821.84476589415
"Visitors",2010.99599198397,68553.1463413567,822.467729585803,68553.1463413567,NA,68553.1463413567,822.467729585803
"Visitors",2011.01803607214,68653.9053145867,822.786991962165,68653.9053145867,NA,68653.9053145867,822.786991962165
"Visitors",2011.04008016032,68754.6289452535,822.806619714324,68754.6289452535,NA,68754.6289452535,822.806619714324
"Visitors",2011.0621242485,68855.2853084626,822.543816264781,68855.2853084626,NA,68855.2853084626,822.543816264781
"Visitors",2011.08416833667,68955.8424553724,822.018207329013,68955.8424553724,NA,68955.8424553724,822.018207329013
"Visitors",2011.10621242485,69056.2684371376,821.251442441605,69056.2684371376,NA,69056.2684371376,821.251442441605
"Visitors",2011.12825651303,69156.5313049168,820.266857164584,69156.5313049168,NA,69156.5313049168,820.266857164584
"Visitors",2011.1503006012,69256.5991098643,819.089153702821,69256.5991098643,NA,69256.5991098643,819.089153702821
"Visitors",2011.17234468938,69356.4399031389,817.744096649616,69356.4399031389,NA,69356.4399031389,817.744096649616
"Visitors",2011.19438877756,69456.021735895,816.258221102226,69456.021735895,NA,69456.021735895,816.258221102226
"Visitors",2011.21643286573,69555.3126592912,814.658550905291,69555.3126592912,NA,69555.3126592912,814.658550905291
"Visitors",2011.23847695391,69654.2807244821,812.972325300693,69654.2807244821,NA,69654.2807244821,812.972325300693
"Visitors",2011.26052104208,69752.8939826251,811.22673277913,69752.8939826251,NA,69752.8939826251,811.22673277913
"Visitors",2011.28256513026,69851.1204848779,809.448651442389,69851.1204848779,NA,69851.1204848779,809.448651442389
"Visitors",2011.30460921844,69948.928282395,807.664395686606,69948.928282395,NA,69948.928282395,807.664395686606
"Visitors",2011.32665330661,70046.285426335,805.899469502527,70046.285426335,NA,70046.285426335,805.899469502527
"Visitors",2011.34869739479,70143.1599678523,804.178327148979,70143.1599678523,NA,70143.1599678523,804.178327148979
"Visitors",2011.37074148297,70239.5199581056,802.524142378431,70239.5199581056,NA,70239.5199581056,802.524142378431
"Visitors",2011.39278557114,70335.3334482494,800.958587770106,70335.3334482494,NA,70335.3334482494,800.958587770106
