"","SITEVISITID","METHOD","OBS_YEAR","REGION","REGION_NAME","ISLAND","ANALYSIS_SCHEME","ANALYSIS_YEAR","SEC_NAME","SITE","DATE_","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","MA","CCA","SAND","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","nCounts","nReps","FMP","PIS","RBC","RBP","RBR","RCO","RGR","RLP","ROF","RPA","RPB","RSP","SHR","UKU","TotFish"
"12",10025,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NORTH","OAH-02351",2016-08-20 00:00:00,"Forereef","Mid",21.669815,-158.060849,10.2,1,5,0,0,94,NA,0.1025,0.0175,0.3,2,1,0,0,0.0139351057661017,0,0,0,2.55127382608516,0,0.997110222372529,0,0,0,0,0,3.56231915422379
"13",10026,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NORTH","OAH-02337",2016-08-20 00:00:00,"Forereef","Mid",21.661396,-158.059957,14.3,2,5,1,3,89,NA,0.13175,0.125895146349465,0.9,2,1,0,0,0.148041253717373,2.70582430901065,0,0,2.41837278789655,0,1.97914299105459,0,0,0.192863535625577,0,0,7.44424487730474
"14",10027,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NORTH","OAH-02365",2016-08-20 00:00:00,"Forereef","Mid",21.630035,-158.08193,9.1,1,5.5,1.5,6.5,85.5,NA,0.11,0.0485665210336692,0.45,2,1,0,0,0.00862079906914898,0,0,0,0.0191761507292852,0.00379405898724067,2.83731519607111,0,0,0.00467194030281489,0,0,2.8735781451596
"15",10028,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NORTH","OAH-02383",2016-08-20 00:00:00,"Forereef","Shallow",21.628116,-158.07916,4.55,1,1.5,1,1,95.5,NA,0.10375,0.0299373429638327,0.3,2,1,0.285294294717601,0,0.184499885052201,0,0,0,0.0364442914873924,0,0.777051621000888,0,0,0,0,0,1.28329009225808
"16",10029,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NORTH","OAH-02347",2016-08-20 00:00:00,"Forereef","Mid",21.618759,-158.098195,8.05,1.5,12.5,0.5,0,85.5,NA,0.12025,0.0700046948223298,0.625,2,1,21.2058777156645,0,0.0563371054930886,0,0,0,0.05986044153658,0,1.87534982794787,0,0,0,0,0,23.1974250906421
"17",10044,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00163",2016-08-21 00:00:00,"Forereef","Deep",20.526242,-156.530687,23.5,11.5,3,2.5,10,73,NA,0.52125,0.440560961410583,1.85,2,1,0,0,2.97105966397935,0,1.18724383608387,0.219394367958176,3.42943880984554,1.85717026966525,8.36739628984361,0,2.58863766171458,2.36199445548614,0,0,22.9823353545765
"18",10045,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00198",2016-08-21 00:00:00,"Forereef","Mid",20.510727,-156.545882,14.65,3.5,0.5,0.5,0.5,95,NA,0.67875,0.493557503640007,1.9,2,1,8.05364051769217,0,4.98180437624386,1.45461173317379,4.86200393069895,0.804691858165154,6.4743302638602,0.337697202270936,3.40508863932574,14.7780133207374,2.8330666590218,9.29600762422666,0,0,57.2809561254167
"19",10046,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00178",2016-08-21 00:00:00,"Forereef","Deep",20.51379,-156.621091,19.7,3.5,3.5,1,22.5,69.5,NA,0.66,0.540922225712851,1.85,2,1,3.98699684559279,13.3287889895501,14.8399967208778,0,3.68395452767004,0.217401603926528,17.627246399601,23.9202413219286,4.41728057903458,17.0515273734866,9.04544744035989,1.72962055223622,0,0,109.848502354264
"20",10047,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00119",2016-08-21 00:00:00,"Forereef","Shallow",20.51524,-156.646965,4.5,0.5,0,0.5,1,98,NA,0.334,0.225658264497711,1.05,2,1,1.10692475127004,1.80177561737429,4.95625149038487,0,8.01047796785211,0.666401551833678,9.21770385093721,0,1.24287280941011,1.7665376578576,2.65868347126442,4.96682266740828,0,0,36.3944518355926
"21",10048,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00123",2016-08-21 00:00:00,"Forereef","Shallow",20.502835,-156.668186,4.8,3.5,1.5,4,11.5,79.5,NA,0.83375,0.754301765833901,3,2,1,2.03137729925227,1.46705186309053,6.71650800756531,0.307046568535848,27.811224900632,0.141412222584349,22.0143575271877,1.21057888717153,2.11138305435604,19.1782579961447,8.50149886689636,0.568157466312027,0,0,92.0588546597286
"22",10049,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00145",2016-08-21 00:00:00,"Forereef","Mid",20.516105,-156.692717,9.3,1.5,0,0.5,12.5,85.5,NA,0.7075,0.481935754793949,2.05,2,1,0.464201917351361,3.33415729711309,1.26330507788954,0,0,0.729939525864664,4.2237550925304,7.47915543774827,5.18304541959597,0,4.76556348002071,1.30595331277122,0,0,28.7490765608852
"23",10050,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_NORTH","KAH-00146",2016-08-21 00:00:00,"Forereef","Deep",20.556635,-156.547118,21.95,1.5,0,0.5,22.5,75.5,NA,0.1745,0.194410445327339,1.2,2,1,0,0,7.46899410676504,0,0.580417013187665,0.358222584828211,4.78296462957053,3.71065364323823,2.89251637410927,0,6.20055715329477,0.246330435186188,0,0,26.2406559401799
"24",10051,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00127",2016-08-21 00:00:00,"Forereef","Shallow",20.521888,-156.538552,5.15,3,0,2.5,0.5,94,NA,0.6875,0.534971256292773,2.05,2,1,1.74979612980227,0,3.21241493190377,0,24.7927525387096,0.179111292414106,15.6495392459672,5.67121787204361,2.17825137229987,2.88918714159297,11.4022425436157,0.149502089690077,0,0,67.8740151580392
"25",10052,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00128",2016-08-21 00:00:00,"Forereef","Mid",20.51067,-156.576497,13.45,3.5,0,2.5,0,94,NA,0.34875,0.328221990476366,1.35,2,1,3.77157744701905,5.05183817884674,2.01095939539975,0.178309917462687,2.46716806727541,0.0923370537985549,2.85648088413796,0.778138666199236,2.15635819836422,0.465688454822544,1.87929152874925,1.96221492718225,0,0,23.6703627192576
"26",10053,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00172",2016-08-21 00:00:00,"Forereef","Shallow",20.510992,-156.591332,5.15,1,0,3,0,96,NA,0.53125,0.34848793839266,1.4,2,1,0,1.06738909577745,1.35166353693166,0,5.66913091458379,0.235560829484011,16.9848889461248,0.820905134231116,0.437410914223326,1.70914455951046,10.9220639901405,0.672453391045447,0,0,39.8706113120525
"27",10054,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00181",2016-08-21 00:00:00,"Forereef","Deep",20.50989,-156.62939,22.25,8.5,0,2,18.5,71,NA,0.15,0.0612372435695794,0.345,2,1,9.28278858969961,0,3.77416574057345,0,0.196478318575247,0.0177530296718342,5.93761296464245,21.9279156184839,1.17522886583173,6.50860747401357,0,1.65915858298009,0,0,50.4797091844719
"28",10055,"nSPC",2016,"MHI","Main Hawaiian Islands","Kahoolawe","RAMP_BASIC","2016","KAH_SOUTH","KAH-00106",2016-08-21 00:00:00,"Forereef","Mid",20.501329,-156.67726,11.2,10.5,0,2.5,2,85,NA,0.4775,0.513749815983523,2.15,2,1,0.464201917351361,1.41715803085694,2.04022662867317,0.521719571569541,5.38648316712586,0.574829168628635,9.97057009978446,20.9715942195375,2.0048613378049,0.113046440700221,12.2609558581454,6.46227274419033,0,10.144747632967,72.3326668173353
"29",10056,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02214",2016-08-22 00:00:00,"Forereef","Deep",21.449673,-157.718463,24.6,15,1.5,0.5,10,73,NA,0.1,0,0.15,2,1,0,0,0.0536090673016104,0.0079131115852224,0,0.031477268920354,0.0213264983785888,0,3.81059913817505,0,0,0.084436682428128,0,0,4.00936176678895
"30",10057,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02223",2016-08-22 00:00:00,"Forereef","Mid",21.409548,-157.708981,13.05,15,0,2.5,6,76.5,NA,0.17,0.139388419361574,0.7,2,1,0,5.37579172893869,2.06467474083443,0,1.5070221457285,0.114943910137898,14.8930284730763,0,1.11872883869601,0.054664764156204,0,0.0923438200478256,0,0,25.2211984216159
"31",10058,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02239",2016-08-22 00:00:00,"Forereef","Shallow",21.388311,-157.695595,5.45,1,0,5.5,10,83.5,NA,0.9675,0.6180269784267,2,2,1,0,2.79032930516027,0.558069566872585,0,7.43738698268122,0.140994330926856,7.1492725875909,4.11063642381442,1.01023764459958,2.85696801977044,0.422035630905165,0.102490690393002,0,0,26.5784211827144
"32",10059,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02264",2016-08-22 00:00:00,"Forereef","Shallow",21.383864,-157.694639,5,1.5,2,2.5,12,82,NA,0.8075,0.498825850501428,1.9,2,1,0,0.987758925366365,0.417493696794686,0,5.44117095663358,0.666401551833678,16.5861607385353,0,0.911479343480283,1.27482902106723,0,0.00197097481525003,0,0,26.2872652085263
"33",10060,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02270",2016-08-22 00:00:00,"Forereef","Shallow",21.364816,-157.687778,4.7,1,0.5,3,12.5,83,NA,1.0725,0.657104714781671,2.1,2,1,0,1.15427065806826,0.514461871725467,0,1.00468143048567,0.0194481175912582,18.7183024880711,0,0.326030062047155,23.1607402289542,2.59688462328076,0.0182497668078707,0,0,47.5130692470317
"34",10061,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02236",2016-08-22 00:00:00,"Forereef","Mid",21.3431,-157.675507,12.6,11.5,0.5,1,1.5,85.5,NA,0.211,0.207294310132312,0.85,2,1,0,0,7.99960646863312,0,0.346866243977528,0.639871963940376,5.74223236034737,0.300706010601524,0.794399301589719,1.44288677968366,0,0.00985487407625016,0,0,17.2764240028495
"35",10067,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02235",2016-08-22 00:00:00,"Forereef","Mid",21.425023,-157.7208,14.9,28.5,1,1.5,0.5,68.5,NA,0.24475,0.235968654530737,0.9,2,1,0,0,0.482443783111029,0,1.51194632352218,0.401004901783286,1.16961072416444,0,3.7555430956615,0.947022218863143,0,0.0364995336157413,0,0,8.30407058072131
"36",10068,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02251",2016-08-22 00:00:00,"Forereef","Shallow",21.406385,-157.720529,3.6,3.5,0.5,4,3.5,88.5,NA,1.21,0.676598626967232,2.65,2,1,0,3.522635562027,0.254070460252305,0,8.16082128471,0.223531678154915,49.6114790643477,1.85908012122676,1.85331919442346,3.0915841510244,3.83729128211723,0,0,0,72.4138127982837
"37",10069,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02217",2016-08-22 00:00:00,"Forereef","Deep",21.395322,-157.686687,25.4,3,1,2,0,94,NA,0.10125,0.0124373429638327,0.245,2,1,0,0,0.221919710862797,0,0,0,3.83946948880919,0,2.36820210641737,0,5.58802993052518,0,0,5.03694849326561,17.0545697298801
"38",10070,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02237",2016-08-22 00:00:00,"Forereef","Mid",21.394147,-157.695357,11.45,11.5,0.5,2.5,3,82.5,NA,0.32375,0.294852895600414,1.15,2,1,0,0,0.297330096391006,0.221217541251428,2.20829035466018,0.0828259230239949,2.56269333359009,0,1.1811359788531,0.431594035739491,0,0.398574907083895,0,0,7.38366217059319
"39",10072,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_EAST","OAH-02206",2016-08-22 00:00:00,"Forereef","Deep",21.283406,-157.653959,19.75,7.5,0.5,2,13,77,NA,0.17875,0.13916435236276,0.65,2,1,0,0,0.323073474363006,0.0448203933684347,0.294071283481283,0.0950283336979116,1.04805431352263,0,1.93419796069622,0.362287459292105,0,0.208497463679851,0,3.41433613194098,7.72436681404243
"40",10078,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02281",2016-08-23 00:00:00,"Forereef","Mid",21.509545,-157.806326,11.4,27.5,0.5,1.5,1,69.5,NA,0.43775,0.336222699101419,1.9,2,1,0,0,0.218012901154787,0.178309917462687,2.83843300257971,1.17272232419753,7.57096935290655,0,5.68891980083817,3.37897449478473,9.78653549185009,0.283455378059847,0,0,31.1163326638341
"41",10079,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02282",2016-08-23 00:00:00,"Forereef","Mid",21.551156,-157.833258,8.5,1,6,1,0.5,91.5,NA,0.225,0.170376822659183,0.65,2,1,0,0,0.0128322740160831,0,2.95641799925793,0,16.3851711239637,0,5.06306020709865,0.0106834011699662,0,0.0833649347783532,0,0,24.5115299402847
"42",10081,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02298",2016-08-23 00:00:00,"Forereef","Mid",21.578769,-157.860421,9.1,1.5,6,1,0,91.5,NA,0.1,0,0.15,2,1,0,0,0,0,0,0.00313085917179104,0,0,4.92453736688769,0,0,0,0,0,4.92766822605948
"43",10082,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02306",2016-08-23 00:00:00,"Forereef","Shallow",21.577336,-157.865536,4.55,6.5,5,3,4,81.5,NA,0.44625,0.364107394742754,1.4,2,1,0,0,0.0286750522001622,0,3.84930937709049,0.0200446445281078,20.211811531265,0,1.47318217599571,0,0,0.0347218863489981,0,0,25.6177446674285
"44",10083,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02316",2016-08-23 00:00:00,"Forereef","Shallow",21.592015,-157.880249,5.35,6.5,2.5,12,8.5,70.5,NA,0.3685,0.49190469743207,1.85,2,1,0,3.29872693853552,0.195184385560782,0.110140412162358,0,0.143382162567049,30.5610521073078,0,2.81321973633582,0,0,0.379267012942482,0,0,37.5009727554118
"45",10084,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02276",2016-08-23 00:00:00,"Forereef","Deep",21.465658,-157.744369,28.5,5,7.5,6,2.5,79,NA,0.1025,0.0248746859276655,0.25,2,1,0.0449710671718897,0,0.227252816470529,0,0,0,0.014479857818639,0,0.883260134123692,0,0,0.0596619299544288,0,0,1.22962580553918
"46",10085,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02299",2016-08-23 00:00:00,"Forereef","Mid",21.477866,-157.776844,15.95,17.5,1,2,0,79.5,NA,0.22625,0.193530910893516,0.85,2,1,0,0,1.2610787389637,0,0.542736615345876,1.52176082568448,8.99320731130672,1.85413304152244,1.97015876257159,1.69672300292868,4.1426313180811,0.765478502803093,0,0,22.7479081192077
"47",10086,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02292",2016-08-23 00:00:00,"Forereef","Mid",21.494807,-157.80389,7.8,21,1,6,3,69,NA,0.4775,0.397088416635366,1.45,2,1,0,0,0.701372931084356,0,2.20588339650866,0.720062269877604,23.6101166265913,0,0.948028933501684,0,2.75516783329596,0.189724575734623,0,0,31.1303565665942
"48",10087,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02310",2016-08-23 00:00:00,"Forereef","Shallow",21.564413,-157.853435,4.35,7,5.5,5,1,81.5,NA,0.18,0.190204780540755,0.7,2,1,0,0,0,0,0,0.00668154817603593,0.206044042144893,0,0.75479919110731,0,0,0.00985487407625016,0,0,0.977379655504489
"49",10088,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02287",2016-08-23 00:00:00,"Forereef","Mid",21.593961,-157.876924,11.35,3.5,10,2,0.5,84,NA,0.11375,0.0499373429638327,0.4,2,1,0,0,0.28530196651557,0.254754012242427,0.144684250496849,0.48047109719001,2.15490263989341,0,3.31546178948113,0,0,0.218997201694448,0,0,6.85457295751384
"50",10089,"nSPC",2016,"MHI","Main Hawaiian Islands","Oahu","RAMP_BASIC","2016","OAH_NE","OAH-02304",2016-08-23 00:00:00,"Forereef","Shallow",21.500692,-157.816888,5.35,20,1,6.5,2,70.5,NA,0.3825,0.313114801069132,1.15,2,1,0,0,1.19910191710942,0,0.51683619173026,0.115681328224024,8.39067919427634,0,0.718993818373519,0.27200483011409,0,0,0,0,11.2132972798277
"51",12592,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02358",2019-04-21 12:00:00,"Forereef","Deep",21.008846,-156.662327,20.05,2.5,3.5,0.5,6,87.5,NA,0.2525,0.201766194865592,0.75,2,1,0,0,1.4635680698926,1.28342546109304,1.49454632531017,0,14.4660913697202,0.182869543371127,13.5151845076375,0.509768170435404,0,0.468957103659528,0,0,33.3844105511195
"52",12593,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02387",2019-04-21 12:00:00,"Forereef","Shallow",20.971893,-156.682558,2.8,15,0,2,70,13,NA,0.51,0.340440890610984,1.4,1,1,0.0515963228166215,0,4.44133211876543,0.0161524088454141,0.737058821652573,0.0388962351825164,1.55247642061945,0,0.112978788936167,0,0,0.223300780831092,0,0,7.17379189764927
"53",12594,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02362",2019-04-21 12:00:00,"Forereef","Mid",20.909517,-156.695804,13.9,2,1,1,60,36,NA,0.15125,0.101388793759468,0.595,2,1,0,0,0,0,0,0,1.55196731841333,10.4806195469797,0.647688290488289,0,0,0.347143171493517,0,2.66606007968869,15.6934784070636
"54",12595,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02363",2019-04-21 12:00:00,"Forereef","Deep",20.877748,-156.69075,18.8,1,1,0.5,25,72.5,NA,0.11375,0.0499373429638327,0.3,2,1,0,0,0.0128000735236701,0,0,0,0,0,0.72812434807698,0,0,0.03748869927094,0,0,0.77841312087159
"55",12596,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02365",2019-04-21 12:00:00,"Forereef","Deep",20.996077,-156.676067,17.5,1,20,0,50,29,NA,0.1,0,0.125,2,1,0,0,0.0896298392226923,0,0.0275050743101494,0,0.0777693529383765,0,2.18521477433229,0,0.0163916010162842,0,0,0,2.39651064181979
"56",12597,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02377",2019-04-21 12:00:00,"Forereef","Mid",20.9599,-156.689401,11.85,1.5,19,0,34,45.5,NA,0.115,0.055,0.35,2,1,0,0,0.0907497632001731,0,0,0,1.27638084982719,1.06409289458803,0.795540439383245,0,0,0,0,0,3.22676394699863
"57",12598,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02382",2019-04-21 12:00:00,"Forereef","Shallow",20.888267,-156.686048,3.05,25,3,0,25,47,NA,0.70875,0.513582182018608,1.695,2,1,0.874898064901136,0,0.166263222991182,0.141445360875306,0,0.441959185283153,3.07377911583446,0,0.568607322774322,0,0,1.28707965858643,0,0,6.554031931246
"58",12599,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02386",2019-04-21 12:00:00,"Forereef","Shallow",20.839433,-156.654409,3.85,16,2,1.5,7.5,73,NA,0.73375,0.34053805813463,1.45,2,1,0,0,0.219311295500491,0,0,0.223531678154915,4.79639987926468,2.28795185575942,0.478116226358983,0,0.0770813561540246,0.00912488340393533,0,0,8.09151717459645
"59",12615,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02381",2019-04-22 12:00:00,"Forereef","Deep",20.971675,-156.687438,18.55,3,4,0.5,26,66.5,NA,0.11875,0.0647431183971292,0.4,2,1,0,0,1.86582954907858,0,0,0,1.37815661780308,0,2.02093401511308,1.89537499423298,0,0.135091658430858,0,0,7.29538683465859
"60",12616,"nSPC",2019,"MHI","Main Hawaiian Islands","Maui","RAMP_BASIC","2019","MAI_LAHAINA","MAI-02385",2019-04-22 12:00:00,"Forereef","Deep",20.952063,-156.69434,19.5,5,1.5,1,12.5,80,NA,0.20875,0.171716577949781,0.745,2,1,0,0,1.83161201109447,0,0,0.130359287873049,3.33898016338463,0,0.806543130435202,3.89121981998755,0.824277597378979,0.60943790363762,0,0,11.4324299137915
